Geneid	HER21	HER22	HER23	NonTNBC1	NonTNBC2	NonTNBC3	Normal1	Normal2	Normal3	TNBC1	TNBC2	TNBC3
ENSG00000258074	0	0	0	1	3	8	0	0	0	3	1	1
ENSG00000238669	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000258016	2	5	0	4	0	0	0	1	0	6	0	0
ENSG00000257790	0	1	0	2	4	3	1	2	0	0	1	2
ENSG00000139631	140	284	141	483	503	449	472	1436	832	184	94	144
ENSG00000257808	0	0	2	1	3	12	0	2	1	5	2	3
ENSG00000139651	358	823	406	967	631	703	249	710	902	415	323	340
ENSG00000139626	84	61	123	62	14	40	17	48	45	130	97	146
ENSG00000172819	103	265	243	469	254	364	468	1016	1068	237	211	255
ENSG00000283536	0	0	0	4	6	3	1	0	1	25	1	7
ENSG00000182544	108	172	145	693	333	330	161	200	320	172	215	231
ENSG00000135476	152	488	345	400	157	159	34	226	95	357	110	248
ENSG00000123349	683	920	866	2166	1028	1088	1667	3136	1850	547	659	571
ENSG00000257605	1	11	6	6	6	9	3	34	9	1	2	4
ENSG00000139637	92	126	105	534	337	323	487	788	578	140	137	92
ENSG00000094914	124	221	190	661	311	355	382	658	617	193	211	215
ENSG00000170374	4	0	1	5	8	9	1	1	1	11	9	11
ENSG00000185591	2097	2801	2480	2907	2210	2306	895	3393	5472	1728	1308	1372
ENSG00000135409	1	1	0	19	29	30	7	2	8	42	16	16
ENSG00000205352	138	190	181	559	369	418	441	537	695	146	125	123
ENSG00000257379	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000197111	1226	1811	1228	1079	956	1010	4189	8860	9738	673	476	366
ENSG00000282977	16	22	20	6	10	6	10	33	62	11	3	7
ENSG00000273658	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139625	187	138	117	207	252	268	212	611	684	145	147	101
ENSG00000270175	9	4	4	6	31	12	3	9	15	4	3	3
ENSG00000139546	95	114	101	444	265	254	154	294	184	175	141	152
ENSG00000267281	7	4	2	17	20	14	11	48	16	13	10	9
ENSG00000139574	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170653	407	590	330	415	408	400	340	1139	2026	381	231	305
ENSG00000257550	0	3	5	4	1	1	0	0	1	3	2	1
ENSG00000285692	17	28	23	6	8	7	1	3	1	8	0	4
ENSG00000275488	11	15	8	4	7	8	0	1	0	11	2	1
ENSG00000135390	427	458	492	1779	1108	1076	3830	5033	4521	419	471	468
ENSG00000213470	0	0	0	0	1	0	0	0	0	3	0	0
ENSG00000012822	539	501	472	1568	1192	1143	1057	3105	3521	452	790	454
ENSG00000286069	1	1	1	2	8	6	2	2	0	12	3	8
ENSG00000260492	0	0	0	3	11	7	0	0	0	9	8	10
ENSG00000260030	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000253053	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000249641	6	11	12	29	15	11	5	3	6	18	13	5
ENSG00000123364	48	81	42	197	85	82	28	16	35	31	18	40
ENSG00000123407	63	39	1	836	160	51	1	2	2	171	15	67
ENSG00000228630	46	64	56	49	101	104	4	6	13	69	8	53
ENSG00000275589	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277994	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274817	3	8	3	9	8	6	0	0	0	8	2	1
ENSG00000277129	3	6	2	2	5	3	0	0	0	1	0	1
ENSG00000123388	65	39	43	190	215	139	11	8	16	71	4	56
ENSG00000251151	20	15	3	30	6	20	5	2	4	32	4	14
ENSG00000180818	148	125	30	566	456	396	138	146	317	283	23	173
ENSG00000273049	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197757	37	37	30	126	157	152	42	119	177	101	63	54
ENSG00000207924	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000250133	7	21	9	17	40	38	0	10	6	27	2	15
ENSG00000180806	28	39	27	62	88	81	38	73	79	49	19	20
ENSG00000250451	4	12	6	10	22	15	17	26	26	6	2	1
ENSG00000037965	20	30	19	108	75	76	26	38	78	81	52	38
ENSG00000198353	17	26	13	73	77	60	36	83	108	40	14	38
ENSG00000273046	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000260597	49	44	21	27	78	65	0	7	8	52	16	8
ENSG00000172789	3	9	1	4	18	6	0	3	4	4	1	5
ENSG00000207571	0	0	1	0	0	1	0	0	0	0	1	0
ENSG00000248265	7	5	2	18	37	38	1	2	4	27	13	10
ENSG00000250654	3	6	11	4	9	14	3	7	18	5	10	6
ENSG00000249388	1	3	4	4	7	7	1	1	0	6	2	4
ENSG00000250432	1	0	0	2	8	5	1	1	0	12	2	4
ENSG00000202146	1	2	0	2	1	2	0	0	0	1	0	0
ENSG00000123415	153	192	159	434	350	361	112	158	147	169	131	154
ENSG00000250742	31	17	16	62	67	67	126	360	424	29	32	30
ENSG00000260470	7	4	0	4	6	5	0	12	14	14	2	7
ENSG00000257534	12	4	2	5	2	9	0	1	2	6	7	4
ENSG00000248576	13	4	0	2	3	2	3	7	19	4	0	0
ENSG00000094916	3491	6913	2332	3671	3198	3343	687	1763	2193	4550	1626	4713
ENSG00000283803	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241785	2	2	0	1	0	2	1	0	0	3	0	1
ENSG00000257596	10	23	14	10	7	7	2	2	3	11	5	5
ENSG00000258344	2	15	6	7	10	4	2	5	0	9	4	2
ENSG00000135486	2983	4626	3230	8082	4778	5507	18927	31543	29527	4583	3613	3861
ENSG00000123405	2	5	1	47	10	16	14	4	13	23	8	11
ENSG00000111481	1019	1314	1222	2860	1341	1509	2145	2507	2691	831	659	961
ENSG00000207381	0	0	0	1	0	0	0	0	0	2	0	1
ENSG00000199122	1	1	1	1	0	1	0	0	0	2	1	0
ENSG00000264028	0	2	0	0	0	0	0	0	0	1	0	0
ENSG00000258137	4	1	1	4	2	2	0	4	2	2	1	1
ENSG00000258086	13	12	3	2	6	9	6	36	18	14	7	2
ENSG00000139572	11	11	21	23	8	8	27	46	17	24	8	17
ENSG00000161642	162	70	129	147	124	205	872	840	998	88	56	42
ENSG00000161638	761	557	481	815	498	525	825	6076	5215	484	901	366
ENSG00000257477	1	0	0	5	2	3	1	0	1	3	0	3
ENSG00000170627	5	245	1	4	7	8	1	1	1	19	4	13
ENSG00000123338	1256	601	1442	1654	387	603	60	213	120	883	655	702
ENSG00000257824	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123360	60	20	61	93	59	74	72	318	255	76	102	34
ENSG00000135447	24	4	17	50	38	30	225	183	116	59	49	28
ENSG00000257780	0	1	7	2	1	4	1	0	1	5	1	0
ENSG00000135413	0	0	5	5	4	7	3	1	0	13	1	4
ENSG00000161634	1	0	12	6	7	8	16	20	12	13	4	5
ENSG00000257634	0	0	1	1	3	3	3	4	1	4	1	0
ENSG00000270858	0	0	0	0	1	2	0	0	0	2	0	0
ENSG00000172551	349	68	845	5	11	16	25033	2357	3708	4	15	21
ENSG00000135426	157	16	75	23	26	29	8	24	31	50	20	22
ENSG00000257870	0	0	1	1	3	3	0	0	0	18	3	2
ENSG00000123307	0	0	0	1	6	8	0	0	0	13	3	1
ENSG00000196534	0	0	1	2	3	5	0	0	0	7	2	2
ENSG00000257350	0	0	0	2	1	0	0	0	0	4	1	0
ENSG00000170605	0	0	0	1	1	3	0	0	0	7	1	4
ENSG00000224622	0	0	0	0	0	0	0	0	0	3	1	1
ENSG00000227423	0	0	0	1	0	5	0	0	0	8	0	0
ENSG00000179919	0	0	0	1	0	3	0	0	0	6	1	0
ENSG00000197706	0	0	0	1	2	1	0	0	0	3	0	1
ENSG00000213451	0	0	0	0	0	0	0	0	0	1	2	0
ENSG00000205331	0	0	0	1	0	0	0	0	0	0	1	3
ENSG00000188324	0	0	0	0	1	1	0	0	0	5	0	2
ENSG00000230307	0	0	0	0	0	2	0	0	0	4	1	0
ENSG00000205330	0	0	0	0	1	0	0	0	0	2	0	0
ENSG00000205329	0	0	0	1	3	0	0	0	0	3	1	2
ENSG00000257757	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000187857	0	0	0	2	1	4	0	0	0	4	2	2
ENSG00000203408	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000233606	0	0	0	5	6	4	0	0	0	16	4	9
ENSG00000257414	0	0	0	0	2	2	0	0	0	1	0	3
ENSG00000205328	0	0	0	6	0	1	0	0	0	4	0	0
ENSG00000179899	4	1	2	7	3	2	17	29	30	4	4	2
ENSG00000185821	0	0	1	0	1	1	0	0	0	0	0	2
ENSG00000258763	0	1	0	1	1	1	0	0	0	6	0	0
ENSG00000179695	0	0	0	3	0	3	0	0	0	3	1	0
ENSG00000184954	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000205327	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000234670	0	0	0	1	1	2	0	0	0	2	0	0
ENSG00000179626	0	1	0	7	2	6	0	0	0	8	4	2
ENSG00000179615	0	0	0	1	0	0	0	0	0	5	2	7
ENSG00000272937	0	1	0	8	5	6	0	0	0	18	5	3
ENSG00000175398	0	0	0	3	6	3	0	0	0	5	2	1
ENSG00000258921	0	0	0	0	1	0	0	0	0	3	0	2
ENSG00000272837	0	1	0	1	3	3	0	0	0	4	2	1
ENSG00000258907	1	1	0	3	3	2	0	0	0	1	0	3
ENSG00000270458	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000170439	4	38	4	169	8	6	9	13	2	52	9	7
ENSG00000135424	91	73	36	411	158	197	519	1634	1296	187	146	71
ENSG00000258311	2	4	2	22	10	13	13	34	16	19	4	5
ENSG00000135441	57	68	69	294	159	128	47	98	47	76	66	48
ENSG00000135437	7	10	7	19	9	19	14	34	8	17	5	5
ENSG00000135404	2043	2159	2214	12784	5216	5956	5808	8933	7993	2735	4114	3719
ENSG00000258056	25	31	22	106	37	76	43	62	61	28	59	26
ENSG00000258045	0	0	0	4	1	3	2	0	0	0	3	0
ENSG00000257384	1	3	1	1	1	0	3	0	3	1	0	0
ENSG00000135414	154	322	82	166	133	123	79	396	424	119	86	85
ENSG00000205323	51	65	29	38	32	35	11	49	24	29	6	13
ENSG00000257390	1	4	3	4	2	5	5	5	4	6	3	0
ENSG00000257509	12	12	6	4	8	6	4	18	11	9	1	1
ENSG00000123353	92	143	139	469	307	306	184	272	338	174	137	229
ENSG00000135392	60	100	36	125	123	131	100	298	438	54	41	65
ENSG00000182796	90	130	57	83	76	72	236	650	706	57	45	36
ENSG00000123342	240	88	60	162	94	123	211	1763	1449	94	122	165
ENSG00000257966	0	2	0	3	3	2	0	0	0	12	3	4
ENSG00000257569	0	0	0	3	0	1	0	0	0	2	1	1
ENSG00000170473	141	174	195	642	269	249	142	263	193	179	172	150
ENSG00000065357	658	170	381	481	134	214	215	560	483	276	206	190
ENSG00000273973	0	0	1	2	2	3	0	0	0	6	3	0
ENSG00000185664	123	14	22	60	39	68	59	70	94	62	36	18
ENSG00000123374	291	550	373	1412	402	465	758	1673	3105	795	319	574
ENSG00000258554	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111540	1223	1289	1145	5038	2863	2735	2191	4320	5612	1180	1368	1416
ENSG00000237493	4	1	8	9	10	7	3	11	3	10	1	3
ENSG00000139531	104	115	127	417	300	406	165	303	347	93	148	82
ENSG00000123411	97	115	93	76	101	96	158	329	429	87	53	42
ENSG00000273890	1	4	5	2	5	0	2	6	0	2	1	0
ENSG00000257449	0	2	0	1	2	0	0	0	0	0	0	0
ENSG00000197728	462	654	711	1451	673	775	4484	12372	1328	411	315	610
ENSG00000065361	1245	2378	2199	5087	5117	5243	1272	3573	2752	710	768	917
ENSG00000257411	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170515	601	1311	892	3023	1059	1215	1570	2444	3146	1205	687	1069
ENSG00000257553	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229117	1216	1293	1425	4237	2091	2778	13949	23431	20436	1125	1423	1384
ENSG00000139641	1040	1176	977	4312	1342	1375	1398	3507	3602	1113	1210	983
ENSG00000135482	56	66	59	145	123	103	43	61	87	52	60	33
ENSG00000258345	1	0	0	0	1	1	0	0	0	0	0	0
ENSG00000258317	4	5	4	2	11	4	10	57	41	5	3	5
ENSG00000257809	0	0	1	1	1	2	4	0	3	1	0	0
ENSG00000196465	29	104	53	412	105	200	380	672	490	92	114	158
ENSG00000092841	2536	3053	2466	11224	3628	3555	6597	13148	8704	2751	4340	5081
ENSG00000139613	875	863	692	1901	1293	1334	1028	2430	3362	855	769	625
ENSG00000258199	0	1	0	0	1	0	1	2	3	0	0	2
ENSG00000181852	331	518	372	946	504	512	561	1223	1438	321	337	340
ENSG00000139579	73	206	126	701	275	327	299	405	334	205	205	164
ENSG00000139540	3	2	0	21	18	21	5	2	4	22	14	5
ENSG00000139645	685	1056	818	948	848	970	327	1184	1147	560	417	329
ENSG00000135469	27	36	45	100	64	74	117	237	285	65	26	33
ENSG00000258260	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000062485	948	2490	1189	2633	886	981	2358	4483	4778	854	618	854
ENSG00000144785	1	1	1	1	0	0	1	0	0	1	0	0
ENSG00000257303	7	19	11	12	15	16	9	13	10	27	13	9
ENSG00000257740	1	13	5	12	12	4	4	8	3	5	1	5
ENSG00000257727	58	161	92	232	133	135	67	108	54	93	65	75
ENSG00000135473	382	526	531	496	539	505	568	1164	1033	239	161	165
ENSG00000110944	7	11	10	19	11	13	33	141	63	16	6	10
ENSG00000170581	2058	1591	1792	3442	1499	1551	590	2611	2307	2555	1652	1177
ENSG00000252206	4	3	3	5	2	6	1	9	2	5	1	2
ENSG00000175336	1	1	0	4	9	6	6	3	5	11	2	5
ENSG00000274823	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000259099	0	0	0	3	8	2	1	1	0	4	4	2
ENSG00000276272	0	1	1	1	6	1	1	0	0	11	1	2
ENSG00000274569	0	1	1	0	1	0	1	0	0	6	2	2
ENSG00000111602	348	806	308	279	372	291	192	439	299	475	125	147
ENSG00000135517	1	3	2	6	6	6	3	0	0	6	2	6
ENSG00000285528	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176422	126	205	122	285	185	202	107	154	148	157	94	96
ENSG00000135423	4	7	7	9	8	9	2	7	7	5	2	1
ENSG00000257576	3	19	7	22	15	15	21	11	6	9	5	13
ENSG00000076067	476	247	360	917	523	559	591	1382	1902	623	562	497
ENSG00000201579	3	1	2	2	2	1	2	6	2	3	1	1
ENSG00000076108	1389	2045	1412	2716	1611	1946	1324	4382	6178	1091	989	1042
ENSG00000110955	2806	7427	3402	11392	4090	4283	9409	13085	12559	3432	3200	4557
ENSG00000207031	8	8	3	52	33	35	1	5	3	9	25	13
ENSG00000110958	1761	4598	1962	3390	2106	2318	6271	6564	8464	1859	960	1693
ENSG00000241217	7	23	9	6	4	11	15	19	5	8	2	3
ENSG00000196531	847	838	651	775	1370	1276	12688	20845	20362	451	910	348
ENSG00000285625	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198056	99	225	77	169	119	120	33	98	39	154	60	119
ENSG00000025423	19	25	14	100	58	62	15	16	8	52	74	63
ENSG00000258679	0	0	0	5	4	8	0	0	0	7	5	6
ENSG00000273536	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000258816	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000212383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170426	1	0	1	3	4	8	0	1	4	11	2	6
ENSG00000278400	0	0	0	0	1	0	0	0	0	3	0	2
ENSG00000139547	6	20	13	21	35	36	4	10	7	20	8	9
ENSG00000278399	0	5	0	2	11	17	0	0	0	13	3	9
ENSG00000287715	7	20	10	10	7	6	0	2	3	10	7	6
ENSG00000166856	15	18	12	8	19	21	1	6	11	28	21	10
ENSG00000166860	144	307	222	350	284	245	41	132	177	154	165	173
ENSG00000166863	0	1	0	6	5	5	3	0	0	32	6	4
ENSG00000166866	4	6	2	31	38	36	0	3	3	65	15	25
ENSG00000166881	680	1107	542	1147	444	675	188	460	687	654	268	513
ENSG00000166886	108	435	79	640	218	256	341	1127	1128	304	354	253
ENSG00000166888	594	492	360	2572	679	946	2011	5055	4328	889	915	785
ENSG00000123384	5414	2134	4157	4514	5248	5977	2570	13223	18100	2480	4366	1463
ENSG00000259125	6	3	4	2	3	4	0	1	1	4	2	6
ENSG00000221365	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000182379	4	21	83	4	6	15	22	35	64	13	13	23
ENSG00000276727	1	5	5	4	2	1	0	1	1	1	0	3
ENSG00000182199	351	890	578	993	448	420	1099	2386	1711	681	506	617
ENSG00000185633	24	52	61	157	103	95	333	658	580	80	245	114
ENSG00000185482	22	26	28	63	27	38	35	52	70	49	23	20
ENSG00000258830	0	0	1	0	1	0	1	0	4	0	0	0
ENSG00000179912	304	473	231	184	341	374	352	1068	1493	180	94	82
ENSG00000201198	5	25	6	2	6	2	1	0	0	4	0	1
ENSG00000258001	0	0	1	1	2	2	1	1	2	5	0	1
ENSG00000175189	0	0	1	8	7	8	1	2	6	23	3	6
ENSG00000139269	2	1	0	5	5	7	0	2	1	30	6	11
ENSG00000287200	1	0	1	5	2	4	3	2	5	7	0	1
ENSG00000111087	43	8	11	25	25	51	22	103	76	30	21	15
ENSG00000123329	182	61	151	97	58	98	45	122	74	129	114	63
ENSG00000166986	620	1579	743	1616	868	849	892	2973	2516	1115	756	800
ENSG00000284152	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175197	52	72	53	281	120	119	213	723	624	176	83	95
ENSG00000285133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000208028	1	7	2	2	5	2	5	13	8	1	2	0
ENSG00000166987	151	141	88	136	195	149	771	1482	2176	59	98	53
ENSG00000175203	431	702	407	1389	801	732	1839	3301	2508	535	480	551
ENSG00000155980	15	4	9	36	49	52	20	35	55	72	19	21
ENSG00000166908	408	741	294	1379	942	762	652	956	1603	456	275	340
ENSG00000178498	91	79	37	471	265	259	435	837	795	118	198	136
ENSG00000240771	26	39	7	72	52	54	116	454	309	24	44	29
ENSG00000224713	6	17	5	19	10	6	4	98	42	8	10	10
ENSG00000287908	1	1	0	1	0	2	1	19	8	1	3	0
ENSG00000135502	0	6	0	5	3	7	2	27	20	5	2	6
ENSG00000135454	10	40	6	22	65	43	19	43	42	84	11	65
ENSG00000242990	0	1	0	2	3	3	0	0	0	3	1	0
ENSG00000135506	968	1157	1021	7768	2646	2964	3520	5766	7016	2179	2184	2539
ENSG00000257342	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135439	126	28	109	129	74	98	35	285	273	99	68	52
ENSG00000255737	9	6	8	97	39	33	41	76	95	26	43	40
ENSG00000135452	142	117	154	231	278	303	352	603	535	109	126	119
ENSG00000135446	311	755	286	1152	550	549	550	998	696	463	482	572
ENSG00000283621	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139266	56	81	82	281	183	168	157	418	345	67	71	79
ENSG00000111012	34	12	90	127	38	22	105	215	178	32	17	49
ENSG00000037897	54	172	79	391	173	125	164	406	411	89	98	91
ENSG00000123427	79	153	48	273	74	97	305	767	800	78	121	133
ENSG00000257921	0	1	0	0	1	0	5	1	3	0	0	0
ENSG00000123297	17	32	10	45	18	19	32	39	38	25	26	15
ENSG00000135407	104	134	93	157	147	91	104	185	129	81	48	36
ENSG00000270039	10	13	10	21	18	7	5	14	15	4	0	5
ENSG00000206749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269903	5	2	1	4	9	3	2	3	7	1	1	1
ENSG00000175215	1400	1768	1316	3636	2032	1936	1862	5498	7025	1245	1785	1239
ENSG00000207789	5	3	3	2	0	2	0	0	0	0	0	0
ENSG00000257953	8	20	16	2	9	8	1	1	0	4	0	6
ENSG00000245651	1	2	1	7	5	8	0	0	2	21	8	11
ENSG00000273805	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000166896	24	84	27	121	49	61	25	64	33	70	40	31
ENSG00000257698	14	21	11	103	73	79	32	39	48	23	25	28
ENSG00000257159	0	1	1	0	1	3	0	0	0	2	2	1
ENSG00000222210	0	2	0	1	3	2	0	0	0	3	0	1
ENSG00000257668	0	0	0	0	0	1	0	0	0	2	0	1
ENSG00000257541	0	0	1	0	0	0	0	1	0	3	0	0
ENSG00000279134	0	0	0	3	2	3	0	0	0	8	2	3
ENSG00000279411	0	0	0	3	1	0	0	0	0	8	2	3
ENSG00000241423	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000258133	0	0	0	0	0	1	0	1	0	3	1	3
ENSG00000258231	0	0	0	0	5	7	0	1	1	9	1	0
ENSG00000257259	0	1	0	5	10	14	0	1	1	16	3	7
ENSG00000139263	560	768	387	415	240	340	379	1239	2168	212	392	309
ENSG00000257443	6	0	1	2	1	4	1	2	6	1	2	2
ENSG00000244390	0	0	0	0	2	2	0	1	0	1	0	0
ENSG00000257288	0	0	1	1	1	1	0	0	0	0	0	1
ENSG00000286351	0	3	0	1	1	2	0	1	0	2	1	0
ENSG00000286279	0	0	0	0	5	6	0	0	0	5	3	3
ENSG00000258214	0	0	0	0	2	2	0	0	0	4	0	0
ENSG00000212599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251931	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000257230	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000202471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118596	343	119	330	436	131	272	87	649	1037	285	261	532
ENSG00000257146	5	0	7	2	0	2	0	0	0	1	2	0
ENSG00000237176	0	1	1	3	3	3	2	2	0	2	0	1
ENSG00000257294	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000287014	0	0	1	1	0	1	0	0	0	2	0	0
ENSG00000258184	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000252607	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251822	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257865	0	0	0	0	1	1	0	0	0	2	0	0
ENSG00000257308	0	0	0	1	0	2	0	0	0	4	1	1
ENSG00000258336	0	0	0	1	1	0	0	0	0	2	0	0
ENSG00000286402	1	0	0	1	4	5	0	1	1	7	3	1
ENSG00000198673	65	40	64	40	48	46	14	31	29	40	15	27
ENSG00000242922	1	0	0	1	0	1	0	0	0	1	0	0
ENSG00000257528	0	1	0	1	7	3	0	0	0	2	6	2
ENSG00000213363	3	1	3	10	2	2	4	1	0	11	5	2
ENSG00000257880	2	0	1	0	0	3	0	0	0	4	0	1
ENSG00000258316	4	2	0	2	5	4	0	0	0	4	1	3
ENSG00000135655	1636	1304	1676	2304	722	904	872	2385	2246	1079	638	731
ENSG00000284360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200814	10	18	15	5	5	12	0	2	1	6	0	3
ENSG00000275881	5	4	3	0	1	2	0	5	2	1	1	0
ENSG00000061987	1445	1992	1849	900	964	1125	599	1942	2940	614	330	282
ENSG00000257568	12	21	15	8	7	7	1	0	0	9	2	2
ENSG00000202034	1	5	4	1	1	1	0	0	0	1	0	0
ENSG00000221949	24	25	51	33	25	23	6	13	8	36	18	14
ENSG00000257354	88	136	99	82	95	82	13	48	26	97	65	51
ENSG00000199179	0	0	2	0	0	0	0	0	1	2	0	1
ENSG00000275180	34	32	50	51	34	29	3	14	6	25	34	31
ENSG00000111110	310	1359	747	2682	710	742	212	482	544	194	366	330
ENSG00000241941	2	3	8	1	2	0	0	0	1	0	0	1
ENSG00000213352	2	16	3	3	4	6	0	0	0	6	4	0
ENSG00000200296	1	3	0	0	0	0	0	0	0	4	1	0
ENSG00000252660	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000139239	3	35	11	5	18	14	52	114	68	10	14	10
ENSG00000257779	0	0	0	0	0	1	0	0	0	1	1	1
ENSG00000250517	0	0	0	1	1	3	0	0	0	8	3	2
ENSG00000257235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257664	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000166148	110	93	94	243	174	156	330	2278	3956	243	150	161
ENSG00000279444	1	0	1	1	0	2	2	12	21	5	0	1
ENSG00000257332	0	0	0	0	0	0	0	0	0	3	1	1
ENSG00000258117	0	0	0	0	0	0	0	0	1	0	0	3
ENSG00000177990	64	43	28	51	80	51	32	210	147	48	23	18
ENSG00000249753	3	0	0	7	3	6	0	1	5	3	3	0
ENSG00000257005	1	1	1	0	2	0	0	0	0	2	0	2
ENSG00000255583	0	0	0	1	2	1	0	0	0	1	0	2
ENSG00000240027	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000118600	74	151	138	227	183	218	127	261	259	102	84	110
ENSG00000255850	0	0	0	1	4	1	0	1	2	8	4	4
ENSG00000255642	11	9	5	20	12	21	10	44	52	13	25	4
ENSG00000196935	484	502	276	1540	1094	918	427	1110	2192	299	210	365
ENSG00000242087	5	9	3	1	4	11	0	0	0	0	1	4
ENSG00000256571	8	19	5	3	11	12	1	0	0	5	0	2
ENSG00000256399	19	29	7	8	14	14	3	1	0	8	2	1
ENSG00000255780	1	2	2	2	3	0	0	1	0	1	2	0
ENSG00000255886	7	5	1	3	3	5	0	1	0	1	1	0
ENSG00000287618	10	11	2	5	11	14	1	1	2	5	3	3
ENSG00000255817	14	10	5	4	9	8	0	6	0	4	1	1
ENSG00000255629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174206	143	249	164	322	299	248	109	157	141	87	62	71
ENSG00000212298	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243024	0	2	3	8	5	9	2	5	4	6	1	0
ENSG00000251788	0	2	0	1	0	0	0	0	0	2	0	1
ENSG00000185306	2	12	9	5	8	8	3	6	1	21	9	12
ENSG00000256192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256293	0	0	0	0	2	4	1	4	0	0	0	1
ENSG00000238440	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184575	1367	5291	2667	4374	1570	1868	800	2217	2650	1996	1508	1979
ENSG00000255566	3	20	8	2	2	7	1	3	4	6	2	3
ENSG00000277895	7	15	5	1	4	6	2	9	8	4	2	4
ENSG00000183735	593	1047	846	1166	608	783	184	828	899	494	321	488
ENSG00000153179	800	558	655	1974	613	576	471	3026	3470	602	637	980
ENSG00000256199	1	0	0	0	1	0	0	0	1	2	0	0
ENSG00000223294	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000256670	0	0	1	0	0	0	1	0	0	2	2	0
ENSG00000207546	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266016	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225195	8	3	0	0	6	5	1	1	0	2	4	1
ENSG00000256314	21	14	3	2	3	6	1	0	0	3	2	2
ENSG00000280320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280181	0	0	0	1	5	4	1	0	0	2	1	2
ENSG00000135677	2361	2843	2613	8650	3322	3519	1868	4745	6333	2309	1820	2317
ENSG00000215159	0	2	0	6	3	2	0	0	1	4	1	3
ENSG00000111490	374	22	441	655	279	403	260	370	672	83	52	81
ENSG00000286682	11	2	12	8	9	11	3	2	0	0	2	4
ENSG00000243020	4	0	6	3	2	1	2	0	0	3	0	0
ENSG00000255693	33	0	25	21	28	27	0	3	7	21	4	12
ENSG00000248995	1	0	2	3	3	4	0	0	0	4	1	2
ENSG00000221564	1	0	0	0	3	0	0	0	0	0	0	0
ENSG00000198671	0	0	0	0	0	1	0	0	0	3	4	3
ENSG00000156076	20	0	4	7	4	15	1151	200	4164	10	27	4
ENSG00000207099	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000255700	0	0	0	1	1	1	0	0	0	1	1	0
ENSG00000174106	591	938	753	1356	805	803	663	1844	3374	468	448	577
ENSG00000276853	12	29	32	26	19	11	3	7	2	14	5	4
