Foundation	Replicate	AgeFirstReproduction	FemaleStarvationResistance	EarlyFecundity	PeakFecundity	Size	Generation
Ad	Ad1	4	30	62	56	1.233322694	6
Ad	Ad1	3	30	84	52	1.198744329	6
Ad	Ad1	3	42	86	74	1.170305343	6
Ad	Ad1	4	48	84	90	1.233716452	6
Ad	Ad1	3	48	89	92	1.184978775	6
Ad	Ad1	3	36	91	84	1.181428645	6
Ad	Ad1	12	24	0	0	1.141540327	6
Ad	Ad1	3	36	60	62	1.215575609	6
Ad	Ad1	3	MV	89	MV	MV	6
Ad	Ad1	12	18	0	0	1.182504152	6
Ad	Ad1	4	30	29	45	1.192835903	6
Ad	Ad1	4	36	88	85	1.208481575	6
Ad	Ad1	4	24	10	11	1.078370213	6
Ad	Ad1	3	30	95	105	1.187669451	6
Ad	Ad1	3	36	70	104	1.221454169	6
Ad	Ad1	3	42	83	32	1.236070326	6
Ad	Ad1	3	42	111	95	1.218148069	6
Ad	Ad1	4	42	44	42	1.211774083	6
Ad	Ad1	4	MV	2	MV	MV	6
Ad	Ad1	12	6	0	0	1.184192897	6
Ad	Ad1	5	30	11	15	1.221936717	6
Ad	Ad1	MV	MV	MV	MV	MV	6
Ad	Ad1	4	36	35	13	1.268531301	6
Ad	Ad1	5	42	58	139	1.186307943	6
Ad	Ad1	5	30	13	52	1.237870441	11
Ad	Ad1	6	42	8	62	1.238691414	11
Ad	Ad1	4	36	55	104	1.229097999	11
Ad	Ad1	4	30	65	71	1.218621522	11
Ad	Ad1	4	MV	30	MV	1.120465816	11
Ad	Ad1	3	36	54	30	1.21595862	11
Ad	Ad1	5	48	44	164	1.200208463	11
Ad	Ad1	4	42	28	81	1.222024327	11
Ad	Ad1	4	48	40	140	1.179152955	11
Ad	Ad1	4	42	71	52	1.213431293	11
Ad	Ad1	4	36	66	153	1.233049897	11
Ad	Ad1	4	36	66	118	1.251744563	11
Ad	Ad1	5	42	48	25	1.222765638	11
Ad	Ad1	4	42	55	165	1.235343087	11
Ad	Ad1	4	MV	28	58	MV	11
Ad	Ad1	6	MV	1	MV	MV	11
Ad	Ad1	4	MV	20	MV	MV	11
Ad	Ad1	MV	MV	MV	MV	MV	11
Ad	Ad1	4	30	11	30	1.19247102	14
Ad	Ad1	3	42	52	144	1.200968635	14
Ad	Ad1	4	36	66	162	1.20555172	14
Ad	Ad1	3	48	85	138	1.209403126	14
Ad	Ad1	5	36	17	97	1.21802101	14
Ad	Ad1	4	30	47	115	1.220055069	14
Ad	Ad1	3	42	125	189	1.221688132	14
Ad	Ad1	3	36	92	159	1.222408338	14
Ad	Ad1	4	30	54	124	1.227000684	14
Ad	Ad1	3	48	82	150	1.227301753	14
Ad	Ad1	3	42	72	109	1.230111142	14
Ad	Ad1	4	48	74	123	1.230479218	14
Ad	Ad1	4	42	60	148	1.235298992	14
Ad	Ad1	3	48	121	172	1.255173461	14
Ad	Ad1	4	42	80	123	1.274575546	14
Ad	Ad1	4	18	52	22	1.197046354	14
Ad	Ad1	4	42	73	165	1.205116733	14
Ad	Ad1	3	42	76	156	1.246869477	14
Ad	Ad1	3	30	88	43	1.215409891	18
Ad	Ad1	4	42	52	98	1.150742669	18
Ad	Ad1	5	30	25	63	1.26661153	18
Ad	Ad1	3	36	81	133	1.108938705	18
Ad	Ad1	3	30	81	95	1.209915086	18
Ad	Ad1	4	36	58	121	1.188508619	18
Ad	Ad1	12	6	0	0	1.130863475	18
Ad	Ad1	4	24	5	0	1.212723367	18
Ad	Ad1	4	42	60	92	1.218572617	18
Ad	Ad1	3	42	68	75	1.191313179	18
Ad	Ad1	4	48	68	149	1.209384859	18
Ad	Ad1	4	36	50	113	1.182726732	18
Ad	Ad1	3	42	117	86	1.206742584	18
Ad	Ad1	3	12	4	14	1.278715219	18
Ad	Ad1	MV	MV	MV	MV	MV	18
Ad	Ad1	MV	MV	0	MV	MV	18
Ad	Ad1	MV	MV	MV	MV	MV	18
Ad	Ad1	MV	MV	MV	MV	MV	18
Ad	Ad1	4	42	57	143	1.210060103	22
Ad	Ad1	3	24	6	11	1.208468961	22
Ad	Ad1	4	36	44	122	1.191413035	22
Ad	Ad1	4	36	82	182	1.243117525	22
Ad	Ad1	3	48	55	50	1.179325619	22
Ad	Ad1	3	42	64	154	1.221163983	22
Ad	Ad1	3	36	105	134	1.208895034	22
Ad	Ad1	3	36	55	155	1.214576983	22
Ad	Ad1	3	42	71	139	1.238818239	22
Ad	Ad1	7	42	0	45	1.202264992	22
Ad	Ad1	9	48	0	49	1.228390687	22
Ad	Ad1	4	36	43	94	1.187908791	22
Ad	Ad1	5	36	27	62	1.20933219	22
Ad	Ad1	3	36	109	167	1.21948304	22
Ad	Ad1	4	36	19	30	1.23158181	22
Ad	Ad1	7	42	0	37	1.202775717	22
Ad	Ad1	4	36	84	144	1.212408182	22
Ad	Ad1	4	36	10	40	1.223153188	22
Ad	Ad1	4	36	38	94	MV	22
Ad	Ad1	MV	MV	MV	MV	MV	22
Ad	Ad1	MV	MV	0	MV	MV	22
Ad	Ad1	MV	MV	MV	MV	MV	22
Ad	Ad1	MV	MV	MV	MV	MV	22
Ad	Ad1	4	36	58	128	MV	22
Ad	Ad2	3	30	85	62	1.243338206	6
Ad	Ad2	4	42	52	103	MV	6
Ad	Ad2	9	24	0	10	1.221840134	6
Ad	Ad2	9	42	0	87	1.21259119	6
Ad	Ad2	10	12	0	1	1.069360107	6
Ad	Ad2	4	18	20	21	1.154157811	6
Ad	Ad2	4	36	28	25	1.204002888	6
Ad	Ad2	MV	MV	MV	MV	MV	6
Ad	Ad2	6	36	1	27	1.23744612	6
Ad	Ad2	7	30	0	3	1.210819992	6
Ad	Ad2	3	30	72	103	1.203769509	6
Ad	Ad2	3	MV	96	115	MV	6
Ad	Ad2	3	24	83	41	1.189543004	6
Ad	Ad2	4	30	13	3	1.19183114	6
Ad	Ad2	4	48	30	41	MV	6
Ad	Ad2	3	48	119	129	1.213328232	6
Ad	Ad2	3	24	33	35	1.226787506	6
Ad	Ad2	4	48	21	4	1.196757092	6
Ad	Ad2	8	36	0	5	1.160948246	6
Ad	Ad2	3	42	71	101	1.186703149	6
Ad	Ad2	3	42	67	129	1.194735832	6
Ad	Ad2	4	42	39	47	1.210721022	6
Ad	Ad2	3	48	34	57	1.187806014	6
Ad	Ad2	3	42	94	35	1.234023391	6
Ad	Ad2	4	6	93	128	1.220854574	11
Ad	Ad2	5	48	35	105	1.212563761	11
Ad	Ad2	4	48	60	110	1.188453909	11
Ad	Ad2	3	48	101	147	1.230777703	11
Ad	Ad2	4	MV	52	MV	1.086424754	11
Ad	Ad2	3	36	71	124	1.204979594	11
Ad	Ad2	3	48	100	175	1.215461837	11
Ad	Ad2	4	48	58	137	1.209159853	11
Ad	Ad2	3	6	102	112	1.162890208	11
Ad	Ad2	3	36	79	153	1.209403304	11
Ad	Ad2	3	30	76	103	1.194507763	11
Ad	Ad2	3	42	94	132	1.220413197	11
Ad	Ad2	3	36	109	182	1.221842475	11
Ad	Ad2	4	36	44	79	1.195001598	11
Ad	Ad2	5	30	27	81	1.19527882	11
Ad	Ad2	MV	MV	0	MV	MV	11
Ad	Ad2	3	MV	68	MV	MV	11
Ad	Ad2	3	MV	MV	MV	MV	11
Ad	Ad2	3	24	67	107	1.06776994	14
Ad	Ad2	5	42	34	113	1.149393038	14
Ad	Ad2	4	42	48	63	1.15852639	14
Ad	Ad2	4	42	45	126	1.158843721	14
Ad	Ad2	3	42	109	158	1.165992863	14
Ad	Ad2	4	42	87	164	1.166698326	14
Ad	Ad2	3	36	61	145	1.169033709	14
Ad	Ad2	3	42	81	159	1.177039081	14
Ad	Ad2	3	36	47	104	1.184099306	14
Ad	Ad2	4	48	100	153	1.185994608	14
Ad	Ad2	3	48	113	167	1.186827793	14
Ad	Ad2	3	42	103	166	1.189469297	14
Ad	Ad2	4	60	75	172	1.199046216	14
Ad	Ad2	3	42	86	147	1.209618578	14
Ad	Ad2	3	30	75	122	1.211155294	14
Ad	Ad2	3	24	109	187	1.218923241	14
Ad	Ad2	3	42	122	131	1.242374237	14
Ad	Ad2	MV	MV	MV	MV	MV	14
Ad	Ad2	4	42	53	123	1.203643572	18
Ad	Ad2	5	48	55	146	1.217572472	18
Ad	Ad2	5	48	39	135	1.191494739	18
Ad	Ad2	4	30	58	130	1.171937507	18
Ad	Ad2	5	48	16	103	1.140109294	18
Ad	Ad2	4	42	68	131	1.173982034	18
Ad	Ad2	5	36	14	87	1.144452355	18
Ad	Ad2	4	42	44	114	1.167828103	18
Ad	Ad2	4	42	79	152	1.17258533	18
Ad	Ad2	4	42	42	108	1.169194846	18
Ad	Ad2	4	48	48	95	1.194962553	18
Ad	Ad2	3	30	69	104	1.203080414	18
Ad	Ad2	4	42	63	118	1.18120778	18
Ad	Ad2	12	30	0	0	1.148168182	18
Ad	Ad2	5	54	20	109	1.134336075	18
Ad	Ad2	4	30	19	7	1.214977128	18
Ad	Ad2	4	42	84	104	1.206692813	18
Ad	Ad2	4	42	36	98	1.177879045	18
Ad	Ad2	3	42	136	129	1.239397807	22
Ad	Ad2	4	18	14	31	1.208568717	22
Ad	Ad2	4	36	85	139	1.230061964	22
Ad	Ad2	5	42	24	27	1.203172	22
Ad	Ad2	3	36	93	125	1.214005638	22
Ad	Ad2	3	18	69	49	1.190532987	22
Ad	Ad2	6	42	10	118	1.178859668	22
Ad	Ad2	3	12	86	38	1.232450017	22
Ad	Ad2	4	48	27	131	1.210940503	22
Ad	Ad2	4	12	6	0	1.226692543	22
Ad	Ad2	4	30	67	93	1.18894099	22
Ad	Ad2	4	30	11	46	1.164146572	22
Ad	Ad2	3	36	87	131	1.219726584	22
Ad	Ad2	12	6	0	0	1.189892262	22
Ad	Ad2	3	18	5	0	1.17779467	22
Ad	Ad2	3	30	101	130	1.207580761	22
Ad	Ad2	4	30	6	31	1.245355945	22
Ad	Ad2	5	42	19	74	1.218306055	22
Ad	Ad2	4	42	74	156	1.188918591	22
Ad	Ad2	12	42	0	0	1.211070232	22
Ad	Ad2	3	24	5	2	1.234777161	22
Ad	Ad2	3	36	105	191	1.211468911	22
Ad	Ad2	MV	MV	MV	MV	MV	22
Ad	Ad2	4	36	44	204	MV	22
Ad	Ad3	4	42	16	47	1.21075266	6
Ad	Ad3	4	36	62	83	1.161045664	6
Ad	Ad3	3	42	27	47	1.1697344	6
Ad	Ad3	4	42	43	56	1.207317104	6
Ad	Ad3	5	48	2	3	1.162372633	6
Ad	Ad3	3	48	88	107	1.194294567	6
Ad	Ad3	5	48	19	53	1.241660058	6
Ad	Ad3	6	48	18	29	1.168545689	6
Ad	Ad3	4	18	26	0	1.199614494	6
Ad	Ad3	4	42	20	63	1.224668715	6
Ad	Ad3	3	36	18	69	1.181581787	6
Ad	Ad3	3	42	101	107	1.227757618	6
Ad	Ad3	4	48	89	75	1.202882483	6
Ad	Ad3	4	MV	76	MV	MV	6
Ad	Ad3	3	48	76	97	1.211014993	6
Ad	Ad3	6	30	1	21	1.225581049	6
Ad	Ad3	3	MV	MV	MV	MV	6
Ad	Ad3	3	48	78	57	1.159014007	6
Ad	Ad3	3	42	68	86	1.194271567	6
Ad	Ad3	3	30	84	84	1.19171153	6
Ad	Ad3	3	42	64	95	1.199629806	6
Ad	Ad3	4	48	52	98	1.181791869	6
Ad	Ad3	3	36	94	88	1.22527231	6
Ad	Ad3	4	54	69	45	1.180202789	6
Ad	Ad3	4	42	62	108	1.236142808	11
Ad	Ad3	3	12	53	33	1.225325531	11
Ad	Ad3	3	48	83	137	1.174774503	11
Ad	Ad3	4	24	44	99	1.155932481	11
Ad	Ad3	4	48	57	98	1.170337788	11
Ad	Ad3	4	30	68	136	1.219449709	11
Ad	Ad3	4	42	25	111	1.240849206	11
Ad	Ad3	5	42	6	26	1.205446077	11
Ad	Ad3	3	36	90	138	1.220353178	11
Ad	Ad3	4	24	5	4	1.195354423	11
Ad	Ad3	3	48	119	139	1.19702935	11
Ad	Ad3	3	48	114	136	1.241781607	11
Ad	Ad3	4	42	64	54	1.184137117	11
Ad	Ad3	10	42	0	3	1.210683562	11
Ad	Ad3	6	MV	3	MV	MV	11
Ad	Ad3	3	MV	36	MV	MV	11
Ad	Ad3	MV	MV	MV	MV	MV	11
Ad	Ad3	4	MV	MV	MV	MV	11
Ad	Ad3	4	42	75	141	1.142088182	14
Ad	Ad3	4	30	93	129	1.164856529	14
Ad	Ad3	3	30	52	124	1.179760543	14
Ad	Ad3	3	42	67	131	1.189824112	14
Ad	Ad3	3	36	73	125	1.192289659	14
Ad	Ad3	3	42	96	123	1.192597006	14
Ad	Ad3	4	42	22	110	1.20434569	14
Ad	Ad3	3	48	85	138	1.205866569	14
Ad	Ad3	4	42	79	94	1.206639466	14
Ad	Ad3	4	48	76	157	1.208151466	14
Ad	Ad3	4	48	57	134	1.21212104	14
Ad	Ad3	3	48	128	172	1.21785939	14
Ad	Ad3	4	36	44	99	1.222750072	14
Ad	Ad3	3	42	94	161	1.235582008	14
Ad	Ad3	6	36	2	32	1.148495041	14
Ad	Ad3	3	42	50	70	1.20765149	14
Ad	Ad3	4	54	48	127	1.213969605	14
Ad	Ad3	3	42	96	141	1.235379082	14
Ad	Ad3	4	42	78	170	1.164448038	18
Ad	Ad3	4	42	28	64	1.157636797	18
Ad	Ad3	3	42	94	145	1.201407345	18
Ad	Ad3	4	42	50	115	1.182682815	18
Ad	Ad3	3	42	110	134	1.18828848	18
Ad	Ad3	3	48	84	161	1.224752336	18
Ad	Ad3	4	48	64	137	1.191685431	18
Ad	Ad3	5	42	45	119	1.192671316	18
Ad	Ad3	4	36	65	155	1.201139335	18
Ad	Ad3	4	42	75	157	1.207929359	18
Ad	Ad3	5	48	49	135	1.179880247	18
Ad	Ad3	3	42	77	106	1.143064694	18
Ad	Ad3	3	36	81	139	1.145784198	18
Ad	Ad3	4	42	80	153	1.225120571	18
Ad	Ad3	3	42	111	154	1.179294986	18
Ad	Ad3	3	42	74	137	1.229312485	18
Ad	Ad3	3	42	118	129	1.210127857	18
Ad	Ad3	3	42	79	119	1.185314108	18
Ad	Ad3	3	36	78	127	1.209107039	22
Ad	Ad3	3	36	95	163	1.180906535	22
Ad	Ad3	3	42	107	166	1.188136774	22
Ad	Ad3	3	42	98	156	1.210229107	22
Ad	Ad3	4	42	78	162	1.182400657	22
Ad	Ad3	3	36	97	153	1.207398445	22
Ad	Ad3	3	48	96	169	1.205840408	22
Ad	Ad3	3	42	85	150	1.239647694	22
Ad	Ad3	4	36	67	178	1.127361035	22
Ad	Ad3	4	42	42	144	1.211383273	22
Ad	Ad3	3	42	82	139	1.18279357	22
Ad	Ad3	3	42	83	149	1.177426228	22
Ad	Ad3	3	42	83	105	1.237765864	22
Ad	Ad3	4	30	74	156	1.179541109	22
Ad	Ad3	3	36	86	127	1.177275793	22
Ad	Ad3	4	36	62	106	1.147563157	22
Ad	Ad3	4	36	38	80	1.081649893	22
Ad	Ad3	4	42	57	127	1.162574101	22
Ad	Ad3	3	42	101	146	1.201375855	22
Ad	Ad3	5	18	3	0	1.208180098	22
Ad	Ad3	4	42	53	142	1.203995299	22
Ad	Ad3	3	36	112	165	1.204791657	22
Ad	Ad3	4	30	58	105	1.114493379	22
Ad	Ad3	4	42	43	179	MV	22
Gro	Gro1	3	30	90	117	1.243424216	6
Gro	Gro1	5	42	47	72	1.161352777	6
Gro	Gro1	3	42	54	79	1.290651558	6
Gro	Gro1	3	48	93	79	1.26605664	6
Gro	Gro1	3	42	83	126	1.248642689	6
Gro	Gro1	12	48	0	0	1.281872186	6
Gro	Gro1	3	42	28	43	1.259850558	6
Gro	Gro1	4	48	54	101	1.256579237	6
Gro	Gro1	3	36	35	45	1.232470808	6
Gro	Gro1	3	42	33	33	1.280798349	6
Gro	Gro1	3	36	89	87	1.230702544	6
Gro	Gro1	4	48	32	22	1.242424528	6
Gro	Gro1	3	42	112	69	1.299252974	6
Gro	Gro1	3	48	102	139	1.244303154	6
Gro	Gro1	6	30	2	51	1.254135551	6
Gro	Gro1	4	42	22	62	1.260927117	6
Gro	Gro1	3	42	123	114	1.273105658	6
Gro	Gro1	3	36	14	37	1.250933531	6
Gro	Gro1	3	36	50	46	1.25118253	6
Gro	Gro1	4	42	56	111	1.239570254	6
Gro	Gro1	4	48	41	27	1.26937688	6
Gro	Gro1	4	48	46	83	1.235005889	6
Gro	Gro1	3	36	78	65	1.254143392	6
Gro	Gro1	4	54	41	117	1.279649971	6
Gro	Gro1	3	42	84	160	1.218956878	11
Gro	Gro1	5	42	40	107	1.226583722	11
Gro	Gro1	3	MV	86	MV	1.13634859	11
Gro	Gro1	4	36	65	144	1.235755439	11
Gro	Gro1	4	42	46	167	1.238399576	11
Gro	Gro1	3	42	95	155	1.194353015	11
Gro	Gro1	4	48	39	82	1.209237772	11
Gro	Gro1	4	48	75	164	1.205206357	11
Gro	Gro1	3	42	109	162	1.248737878	11
Gro	Gro1	4	42	74	115	1.197340414	11
Gro	Gro1	4	48	46	69	1.23086938	11
Gro	Gro1	10	54	0	61	1.191044514	11
Gro	Gro1	4	48	74	128	1.174260858	11
Gro	Gro1	5	42	19	113	1.247619107	11
Gro	Gro1	3	48	74	115	1.247194149	11
Gro	Gro1	MV	MV	MV	MV	MV	11
Gro	Gro1	5	MV	50	MV	MV	11
Gro	Gro1	5	36	27	79	MV	11
Gro	Gro1	4	42	53	78	1.179362308	14
Gro	Gro1	4	48	70	146	1.188079969	14
Gro	Gro1	3	48	57	136	1.188219961	14
Gro	Gro1	3	48	87	107	1.191343817	14
Gro	Gro1	4	42	41	154	1.201580139	14
Gro	Gro1	3	42	62	110	1.209627244	14
Gro	Gro1	4	42	65	66	1.210071635	14
Gro	Gro1	3	42	82	170	1.212625997	14
Gro	Gro1	3	42	130	203	1.216545796	14
Gro	Gro1	3	42	84	111	1.220412967	14
Gro	Gro1	4	42	86	108	1.222627137	14
Gro	Gro1	4	42	53	108	1.223920576	14
Gro	Gro1	3	48	90	150	1.229236693	14
Gro	Gro1	4	42	53	151	1.248053686	14
Gro	Gro1	5	48	64	145	1.149817593	14
Gro	Gro1	3	24	76	133	1.24034739	14
Gro	Gro1	4	42	55	154	1.213068373	14
Gro	Gro1	5	MV	19	MV	MV	14
Gro	Gro1	3	36	84	145	1.236670443	18
Gro	Gro1	4	42	77	140	1.210076202	18
Gro	Gro1	3	48	91	145	1.2571881	18
Gro	Gro1	3	48	55	135	1.235381679	18
Gro	Gro1	5	42	32	84	1.226633069	18
Gro	Gro1	3	42	89	147	1.251134995	18
Gro	Gro1	4	42	86	148	1.238470088	18
Gro	Gro1	3	6	31	0	1.223222905	18
Gro	Gro1	4	42	67	154	1.238905002	18
Gro	Gro1	4	24	32	8	1.229078962	18
Gro	Gro1	4	42	23	9	1.219110872	18
Gro	Gro1	4	42	50	134	1.231813982	18
Gro	Gro1	4	42	26	49	1.241737095	18
Gro	Gro1	8	42	0	34	1.151948003	18
Gro	Gro1	6	36	38	70	1.254040557	18
Gro	Gro1	4	42	66	108	1.199896617	18
Gro	Gro1	3	24	17	0	1.228850404	18
Gro	Gro1	4	42	88	146	1.219450137	18
Gro	Gro1	3	42	37	119	1.172227243	22
Gro	Gro1	3	42	76	123	1.246126572	22
Gro	Gro1	3	42	87	147	1.224762037	22
Gro	Gro1	4	42	105	152	1.226248596	22
Gro	Gro1	3	36	86	99	1.222312316	22
Gro	Gro1	3	42	86	164	1.226626021	22
Gro	Gro1	4	36	39	99	1.194503385	22
Gro	Gro1	4	42	87	185	1.218557048	22
Gro	Gro1	4	36	71	120	1.189700172	22
Gro	Gro1	4	42	69	149	1.203964683	22
Gro	Gro1	4	42	58	128	1.195420798	22
Gro	Gro1	3	42	106	159	1.186980789	22
Gro	Gro1	3	30	73	169	1.22073294	22
Gro	Gro1	5	18	12	0	1.233337634	22
Gro	Gro1	3	48	68	100	1.20602542	22
Gro	Gro1	4	36	57	125	1.210105256	22
Gro	Gro1	3	36	68	97	1.199385143	22
Gro	Gro1	4	42	54	122	1.201643258	22
Gro	Gro1	3	42	96	153	1.210710271	22
Gro	Gro1	4	24	24	30	1.1784089	22
Gro	Gro1	4	42	58	84	1.190991107	22
Gro	Gro1	3	36	86	158	1.200843684	22
Gro	Gro1	4	42	55	150	1.190636286	22
Gro	Gro1	4	36	81	109	1.227060434	22
Gro	Gro2	4	42	62	40	1.26715275	6
Gro	Gro2	3	48	70	101	1.256251998	6
Gro	Gro2	4	48	97	130	1.242824078	6
Gro	Gro2	3	30	102	93	1.228646538	6
Gro	Gro2	3	48	130	167	1.260299146	6
Gro	Gro2	3	48	97	109	1.233058021	6
Gro	Gro2	3	42	68	99	1.27232725	6
Gro	Gro2	5	48	29	70	1.186341067	6
Gro	Gro2	4	42	96	100	1.215734134	6
Gro	Gro2	3	48	58	47	1.251000143	6
Gro	Gro2	3	42	92	101	1.205771478	6
Gro	Gro2	3	36	78	133	1.223867854	6
Gro	Gro2	4	36	55	38	1.241672609	6
Gro	Gro2	3	48	87	149	1.230881754	6
Gro	Gro2	3	36	99	130	1.243954293	6
Gro	Gro2	3	48	103	70	1.246994725	6
Gro	Gro2	4	36	69	91	1.185293756	6
Gro	Gro2	4	48	56	109	1.257331949	6
Gro	Gro2	4	48	56	109	1.263996163	6
Gro	Gro2	3	30	97	148	1.253722596	6
Gro	Gro2	4	42	66	128	1.247406215	6
Gro	Gro2	4	48	54	132	1.211455712	6
Gro	Gro2	4	36	43	114	1.168771403	6
Gro	Gro2	4	48	67	74	1.250077863	6
Gro	Gro2	6	18	2	9	1.227196863	11
Gro	Gro2	4	6	89	129	1.257552661	11
Gro	Gro2	4	42	61	90	1.232213439	11
Gro	Gro2	3	42	111	188	1.243572962	11
Gro	Gro2	4	MV	70	MV	1.091040644	11
Gro	Gro2	4	42	32	83	1.202539549	11
Gro	Gro2	4	42	39	78	1.206409449	11
Gro	Gro2	4	36	67	139	1.234780781	11
Gro	Gro2	3	36	59	149	1.245466189	11
Gro	Gro2	5	42	40	148	1.261454888	11
Gro	Gro2	4	42	89	126	1.244014571	11
Gro	Gro2	4	42	69	166	1.274788969	11
Gro	Gro2	4	30	77	141	1.267049029	11
Gro	Gro2	3	42	120	165	1.236935388	11
Gro	Gro2	4	MV	43	MV	1.09543431	11
Gro	Gro2	4	42	92	123	1.246683105	11
Gro	Gro2	4	24	88	106	1.260534789	11
Gro	Gro2	5	42	35	119	1.222727012	11
Gro	Gro2	4	42	80	160	1.196719325	14
Gro	Gro2	5	30	10	48	1.200473383	14
Gro	Gro2	3	36	77	102	1.204609976	14
Gro	Gro2	6	30	1	13	1.205152726	14
Gro	Gro2	3	18	68	29	1.213802809	14
Gro	Gro2	3	36	101	160	1.218342958	14
Gro	Gro2	10	30	0	17	1.221185565	14
Gro	Gro2	4	36	51	109	1.226732817	14
Gro	Gro2	5	30	26	152	1.239097921	14
Gro	Gro2	12	18	0	0	1.244515869	14
Gro	Gro2	3	30	92	126	1.245280714	14
Gro	Gro2	3	42	52	116	1.246138406	14
Gro	Gro2	3	48	15	46	1.246961724	14
Gro	Gro2	4	36	46	134	1.24790884	14
Gro	Gro2	3	48	79	125	1.202149388	14
Gro	Gro2	4	48	53	158	1.192497768	14
Gro	Gro2	MV	MV	0	MV	MV	14
Gro	Gro2	MV	MV	0	MV	MV	14
Gro	Gro2	3	42	109	157	1.248499977	18
Gro	Gro2	4	48	1	0	1.249762829	18
Gro	Gro2	4	36	76	94	1.217201007	18
Gro	Gro2	5	42	26	128	1.219061211	18
Gro	Gro2	5	48	18	116	1.219116354	18
Gro	Gro2	6	36	28	81	1.238638896	18
Gro	Gro2	3	48	68	116	1.256686289	18
Gro	Gro2	3	42	89	146	1.238532058	18
Gro	Gro2	12	12	0	0	1.211042572	18
Gro	Gro2	3	48	90	136	1.230316159	18
Gro	Gro2	12	18	0	0	1.26271843	18
Gro	Gro2	4	48	99	155	1.179853938	18
Gro	Gro2	3	36	75	123	1.240806365	18
Gro	Gro2	3	36	102	108	1.223322536	18
Gro	Gro2	MV	MV	MV	MV	MV	18
Gro	Gro2	4	MV	3	MV	MV	18
Gro	Gro2	MV	MV	MV	MV	MV	18
Gro	Gro2	MV	MV	MV	MV	MV	18
Gro	Gro2	6	12	9	13	1.239828518	22
Gro	Gro2	4	42	42	142	1.216178792	22
Gro	Gro2	4	36	59	135	1.238729101	22
Gro	Gro2	4	42	64	79	1.207711636	22
Gro	Gro2	4	30	36	150	1.246268283	22
Gro	Gro2	4	42	81	165	1.235581262	22
Gro	Gro2	3	42	119	115	1.263381609	22
Gro	Gro2	3	36	78	146	1.213184926	22
Gro	Gro2	3	36	88	143	1.238869035	22
Gro	Gro2	3	30	64	94	1.216812662	22
Gro	Gro2	4	36	112	108	1.259859577	22
Gro	Gro2	4	42	67	163	1.204286761	22
Gro	Gro2	5	36	10	136	1.209994388	22
Gro	Gro2	3	42	71	116	1.249931972	22
Gro	Gro2	4	42	55	135	1.22356502	22
Gro	Gro2	5	12	3	5	1.210047841	22
Gro	Gro2	3	36	96	116	1.243465472	22
Gro	Gro2	3	30	121	169	1.246312073	22
Gro	Gro2	3	18	53	54	1.220886322	22
Gro	Gro2	3	30	60	113	1.242412486	22
Gro	Gro2	4	36	15	96	1.252136623	22
Gro	Gro2	4	36	31	112	1.227090478	22
Gro	Gro2	3	42	33	82	1.226067569	22
Gro	Gro2	MV	MV	MV	MV	MV	22
Gro	Gro3	3	48	85	65	1.251141946	6
Gro	Gro3	3	48	62	111	1.229684034	6
Gro	Gro3	3	42	60	144	1.244041864	6
Gro	Gro3	3	48	120	135	1.246219205	6
Gro	Gro3	4	42	80	102	1.29267008	6
Gro	Gro3	3	36	100	91	1.257398737	6
Gro	Gro3	3	36	85	121	1.267747431	6
Gro	Gro3	3	48	96	152	1.259331753	6
Gro	Gro3	2	42	108	84	1.263866306	6
Gro	Gro3	4	36	61	24	1.230367847	6
Gro	Gro3	4	42	32	53	1.205463227	6
Gro	Gro3	3	42	96	99	1.264841649	6
Gro	Gro3	11	36	0	7	1.232585181	6
Gro	Gro3	4	48	87	78	1.22961652	6
Gro	Gro3	3	36	88	55	1.251467383	6
Gro	Gro3	3	42	104	115	1.266345032	6
Gro	Gro3	4	36	27	25	1.259863215	6
Gro	Gro3	4	MV	70	67	1.252347778	6
Gro	Gro3	3	42	55	58	1.246001194	6
Gro	Gro3	3	48	33	35	1.250971911	6
Gro	Gro3	3	42	55	37	1.245122339	6
Gro	Gro3	3	48	95	50	1.239849148	6
Gro	Gro3	3	48	81	36	1.220689344	6
Gro	Gro3	3	36	66	51	1.24753828	6
Gro	Gro3	3	42	86	109	1.225102042	11
Gro	Gro3	3	48	95	141	1.25729275	11
Gro	Gro3	4	42	56	151	1.261614715	11
Gro	Gro3	5	42	62	155	1.245506881	11
Gro	Gro3	3	48	99	116	1.264028251	11
Gro	Gro3	3	42	108	145	1.190262178	11
Gro	Gro3	3	42	109	158	1.247743735	11
Gro	Gro3	4	48	28	77	1.242979118	11
Gro	Gro3	3	42	54	102	1.225134777	11
Gro	Gro3	3	30	92	151	1.239430999	11
Gro	Gro3	3	48	101	109	1.23284431	11
Gro	Gro3	3	MV	95	MV	1.112753896	11
Gro	Gro3	5	48	13	13	1.218982748	11
