	PVALUE	QVALUE	PROV_PVALUE	SIFT_PVALUE
ENSG00000103855	0.9879970109321909	1.0	0.9613	0.8833
ENSG00000103888	0.9434244408028206	1.0	0.9934	0.6876
ENSG00000103932	0.5858729717634115	1.0	0.6368	0.3806
ENSG00000103966	0.005634564212469995	0.34330748745307377	0.0108	0.0629
ENSG00000103995	0.7617564048789764	1.0	0.6476	0.6097
ENSG00000104043	0.011560643809024551	0.3932196155549798	0.0076	0.2036
ENSG00000104067	0.1443286976117074	0.7853617099707358	0.1538	0.2122
ENSG00000104093	0.7817195729620372	1.0	0.7172	0.5814
ENSG00000104112	0.9992413035210354	1.0	0.9613	1.0
ENSG00000104133	0.6976909047392361	1.0	0.5491	0.604
ENSG00000104218	0.7124516017822748	1.0	0.6907	0.4999
ENSG00000104237	0.9571079676391495	1.0	0.8553	0.8439
ENSG00000104290	0.1405298319675926	0.7813312720791725	0.1238	0.2547
ENSG00000104313	0.27928671563025276	0.9463268820726843	0.2599	0.3036
ENSG00000104321	0.8869005109881463	1.0	0.8419	0.6697
ENSG00000104341	0.5480290716482725	1.0	0.3182	0.6809
ENSG00000104356	0.2757918499519765	0.9434174331504552	0.2838	0.2732
ENSG00000104369	0.483752889779241	1.0	0.3328	0.5323
ENSG00000104375	0.492850382237928	1.0	0.2813	0.6486
ENSG00000104408	0.9981001698643606	1.0	0.9984	0.9405
ENSG00000104412	0.2064070203911561	0.8780534594016565	0.2199	0.2375
ENSG00000104419	0.9992413035210354	1.0	0.9613	1.0
ENSG00000104447	0.09949599479190363	0.71513122226068	0.4885	0.0416
ENSG00000104450	0.2874228833004455	0.9513511202115179	0.2924	0.2809
ENSG00000104499	0.6380244551268055	1.0	0.4337	0.6485
ENSG00000104517	0.6655816523004617	1.0	0.5693	0.5334
ENSG00000104518	0.9909255212035801	1.0	0.989	0.878
ENSG00000104529	0.8122368848287762	1.0	0.6148	0.7379
ENSG00000104549	0.9814834117553787	1.0	0.9613	0.8466
ENSG00000104722	0.05864750938333707	0.6127768266213744	0.0842	0.1255
ENSG00000104723	0.010057639193353562	0.38587442284720813	0.0081	0.1627
ENSG00000104731	0.9019207188384075	1.0	0.9934	0.5951
ENSG00000104755	0.9756063360271905	1.0	0.8693	0.9058
ENSG00000104756	0.27957552747693826	0.9463268820726843	0.2074	0.381
ENSG00000104760	0.7344121119720137	1.0	0.5083	0.7211
ENSG00000104774	0.9999781719252483	1.0	0.9934	1.0
ENSG00000104804	0.9342593051221286	1.0	0.823	0.802
ENSG00000104812	0.3034923639829521	0.9699729881206968	0.7065	0.1255
ENSG00000104814	0.0589339725778969	0.6130502204712159	0.169	0.0629
ENSG00000104866	0.9192101458364867	1.0	0.6854	0.9133
ENSG00000104880	0.6337035250073814	1.0	0.4426	0.6278
ENSG00000104881	0.9999593779502797	1.0	0.991	1.0
ENSG00000104885	0.11774731998341026	0.7425834068912601	0.2769	0.0908
ENSG00000104888	0.21755380021175452	0.8820137535040048	0.1757	0.319
ENSG00000104892	0.20270723439716332	0.8729550001650364	0.4062	0.1255
ENSG00000104897	0.763099965812239	1.0	0.9713	0.408
ENSG00000104899	0.6419964806330205	1.0	0.5105	0.5571
ENSG00000104938	0.7205818865778121	1.0	0.746	0.4732
ENSG00000104941	0.5806228446009134	1.0	0.3779	0.6316
ENSG00000104951	0.5905935776941781	1.0	0.41	0.5993
ENSG00000104969	0.5916412060096015	1.0	0.3486	0.707
ENSG00000104970	0.6155725376458857	1.0	0.5216	0.5061
ENSG00000104972	0.13493947624434255	0.7662854550737326	0.0613	0.4882
ENSG00000104974	0.5046747366478681	1.0	0.3087	0.6138
ENSG00000105085	0.3203413006104192	0.9891750774761892	0.5028	0.1904
ENSG00000105088	0.22343330956007346	0.8861653066071503	0.2815	0.2064
ENSG00000105122	0.6075091220274684	1.0	0.6603	0.3907
ENSG00000105127	0.9221499953000554	1.0	0.76	0.832
ENSG00000105136	0.014967527943655967	0.4115249102170253	0.0051	0.4092
ENSG00000105143	0.4883472764744684	1.0	0.3592	0.5006
ENSG00000105176	0.22448408336325754	0.8861653066071503	0.5404	0.1082
ENSG00000105197	0.26231038890081715	0.9257582229794684	0.6685	0.1082
ENSG00000105204	0.10705836198331009	0.7237323269694615	0.0875	0.2547
ENSG00000105220	0.9032318380322398	1.0	0.8719	0.6809
ENSG00000105223	0.7210721755656981	1.0	0.4596	0.7691
ENSG00000105227	0.8818531683919314	1.0	0.7976	0.696
ENSG00000105254	0.9691378139777735	1.0	0.8475	0.8992
ENSG00000105278	0.2675308290014994	0.9308731847389843	0.2501	0.2972
ENSG00000105287	0.17597461024081607	0.8349259758329741	0.2248	0.188
ENSG00000105321	0.3239802818889743	0.9910175289318426	0.2926	0.3325
ENSG00000105327	0.019889693593438507	0.4532484079099556	0.1069	0.0272
ENSG00000105355	0.43727816180536394	1.0	0.2224	0.6809
ENSG00000105357	0.1284906577279522	0.7559898237647696	0.35	0.0803
ENSG00000105366	0.5381307186746764	1.0	0.2518	0.835
ENSG00000105371	0.964152318169139	1.0	0.8571	0.8686
ENSG00000105374	0.1221759440300001	0.7495737355665443	0.2561	0.1029
ENSG00000105376	0.9055694344282468	1.0	0.8461	0.707
ENSG00000105383	0.06459815573099248	0.6325666048418273	0.0326	0.3648
ENSG00000105388	0.6481216629303488	1.0	0.4092	0.707
ENSG00000105393	0.01918792290961413	0.4532484079099556	0.0407	0.0685
ENSG00000105401	0.4946634417733651	1.0	0.3773	0.4864
ENSG00000105409	0.019267009453307615	0.4532484079099556	0.058	0.0483
ENSG00000105419	0.11825695136621184	0.7427408933144247	0.1589	0.1591
ENSG00000105429	0.967017765670623	1.0	0.7856	0.9603
ENSG00000105472	0.6206215164978877	1.0	0.438	0.6114
ENSG00000105479	0.7057352855639201	1.0	0.6615	0.5125
ENSG00000105483	0.9905411365153985	1.0	0.9934	0.8714
ENSG00000105497	0.5233877534127791	1.0	0.3807	0.5278
ENSG00000105499	0.29211672769479424	0.9570687016403466	0.5708	0.1472
ENSG00000105509	0.9955241327488137	1.0	0.9613	0.9434
ENSG00000105549	0.8721000147005766	1.0	0.7304	0.7379
ENSG00000105559	0.0752921733901728	0.6584975528418048	0.2973	0.0483
ENSG00000105576	0.4707154974394383	1.0	0.6868	0.2471
ENSG00000105605	0.9664202180447051	1.0	0.9934	0.7573
ENSG00000105609	0.9933015610084494	1.0	0.9934	0.8924
ENSG00000105613	0.29110127977399514	0.9557851339124747	0.2292	0.3648
ENSG00000105639	0.9582704480209914	1.0	0.9934	0.7302
ENSG00000105656	0.8187892534810347	1.0	0.8149	0.567
ENSG00000105662	0.6400386577201073	1.0	0.4154	0.6809
ENSG00000105675	0.6188232397974955	1.0	0.4362	0.6108
ENSG00000105695	0.5865908036855811	1.0	0.6191	0.3923
ENSG00000105701	0.9835138332358763	1.0	0.824	1.0
ENSG00000105707	0.30255658152204656	0.9690030536730122	0.3283	0.2689
ENSG00000105708	0.16243663589124113	0.814221614109664	0.1102	0.3453
ENSG00000105723	0.5268728156970017	1.0	0.2983	0.6809
ENSG00000105726	0.060468610684919155	0.6157351885358047	0.07	0.1567
ENSG00000105732	0.8334374918079561	1.0	0.8532	0.5644
ENSG00000105738	0.13473200051148115	0.7662854550737326	0.1245	0.2399
ENSG00000105750	0.3615198225727292	1.0	0.1674	0.6809
ENSG00000105778	0.5895226053049434	1.0	0.6206	0.3947
ENSG00000105792	0.969752598361657	1.0	0.9998	0.7645
ENSG00000105851	0.19440501238240082	0.8641789165367056	0.3141	0.1535
ENSG00000105865	0.2175298828030472	0.8820137535040048	0.1401	0.4
ENSG00000105875	0.4708117283346034	1.0	0.3583	0.4738
ENSG00000105877	0.001749724272827602	0.2597721674234296	0.0055	0.0331
ENSG00000105879	0.019140204443256703	0.4532484079099556	0.1022	0.0272
ENSG00000105926	0.17626204396527	0.8353843023288214	0.2451	0.1728
ENSG00000105929	0.5189222589372137	1.0	0.6212	0.319
ENSG00000105963	0.004610000053198671	0.31406395298870077	0.0074	0.0731
ENSG00000105967	0.28740598715196364	0.9513511202115179	0.1817	0.452
ENSG00000105976	0.8602130192589346	1.0	0.7757	0.6707
ENSG00000105996	0.8387363315089608	1.0	0.8042	0.6079
ENSG00000105997	0.10494121131336043	0.7227973318549431	0.2673	0.0813
ENSG00000106012	0.9333097717079682	1.0	0.7946	0.8278
ENSG00000106018	0.9999593779502797	1.0	0.991	1.0
ENSG00000106028	0.27841532667879054	0.9455323836792167	0.314	0.2502
ENSG00000106034	0.9255770956835501	1.0	0.7657	0.8357
ENSG00000106066	0.9319527179965515	1.0	0.9613	0.6809
ENSG00000106078	0.3787954988480421	1.0	0.4324	0.2823
ENSG00000106100	0.11770186633031365	0.7425834068912601	0.1423	0.1766
ENSG00000106105	0.12840545998987907	0.7559898237647696	0.1765	0.1591
ENSG00000106123	0.1433177391690017	0.784747011618585	0.2577	0.1255
ENSG00000106125	0.4856913965684311	1.0	0.6242	0.2856
ENSG00000106128	0.07120544702185372	0.6510206679799162	0.4928	0.0272
ENSG00000106236	0.8226301110609551	1.0	0.57	0.8194
ENSG00000106263	0.7943174211576203	1.0	0.7412	0.5824
ENSG00000106266	0.9791495326944499	1.0	0.8706	0.9222
ENSG00000106278	0.005168451591213263	0.33679510439770516	0.1283	0.0048
ENSG00000106290	0.8303371051830485	1.0	0.9934	0.4805
ENSG00000106304	0.0031462899033090075	0.2642021521545783	0.0028	0.1255
ENSG00000106327	0.07356871038013757	0.6562600491653167	0.1909	0.0731
ENSG00000106328	0.15534673266594212	0.8065045322028634	0.3998	0.0898
ENSG00000106331	0.6402613574057476	1.0	0.8029	0.3525
ENSG00000106336	0.9289579665641039	1.0	0.8299	0.7803
ENSG00000106410	0.9926892820288019	1.0	0.9934	0.8874
ENSG00000106479	0.8110434209013346	1.0	0.5835	0.7749
ENSG00000106483	0.36880281646179425	1.0	0.5686	0.2064
ENSG00000106511	0.5906950747600401	1.0	0.6732	0.3651
ENSG00000106536	0.17261979408957417	0.829278477875462	0.1735	0.2375
ENSG00000106554	0.7700948630457494	1.0	0.5474	0.7379
ENSG00000106571	0.10957401640783038	0.7247899545615518	0.3114	0.0737
ENSG00000106608	0.5753297421929439	1.0	0.3324	0.707
ENSG00000106617	0.30874121106337626	0.976557880768853	0.3498	0.2597
ENSG00000106648	0.030886960839672573	0.5049163217310539	0.0601	0.0813
ENSG00000106686	0.9458152437629794	1.0	0.8506	0.8105
ENSG00000106701	0.7687499945148577	1.0	0.5581	0.7211
ENSG00000106714	0.5090617525831067	1.0	0.2988	0.643
ENSG00000106772	0.10898890898114044	0.724451925119564	0.4505	0.0506
ENSG00000106780	0.9999781719252483	1.0	0.9934	1.0
ENSG00000106785	0.044882432319746535	0.5709541397261138	0.2809	0.0272
ENSG00000106799	0.33844131284723744	1.0	0.2007	0.5161
ENSG00000106804	0.7810435063604418	1.0	0.78	0.5336
ENSG00000106829	0.24138516527803344	0.9061182260589987	0.4056	0.1591
ENSG00000106948	0.5158095496925321	1.0	0.5274	0.3721
ENSG00000107036	0.8815183374918344	1.0	0.8391	0.6609
ENSG00000107099	0.27241038355008296	0.9381323882932632	0.6073	0.1255
ENSG00000107104	0.23927350369404454	0.9041661038505351	0.3919	0.1627
ENSG00000107105	0.12274022314567612	0.7495737355665443	0.1128	0.235
ENSG00000107147	0.9011508667985741	1.0	0.7376	0.7995
ENSG00000107164	0.5548410965644239	1.0	0.4252	0.5201
ENSG00000107165	0.5232253882504346	1.0	0.4107	0.489
ENSG00000107186	0.6505838220768838	1.0	0.6327	0.4604
ENSG00000107201	0.11967148834987762	0.7462728622428787	0.3157	0.0813
ENSG00000107242	0.28177389103396566	0.9488842706986169	0.2471	0.3233
ENSG00000107249	0.5365326803259827	1.0	0.5869	0.3565
ENSG00000107263	0.41718543766974037	1.0	0.4815	0.2928
ENSG00000107282	0.34794672282581907	1.0	0.4494	0.2399
ENSG00000107404	0.6096448226806948	1.0	0.3812	0.6809
ENSG00000107485	0.01662618194511789	0.43179025854813213	0.032	0.0737
ENSG00000107518	0.14249891366940381	0.7834245208909824	0.1138	0.2821
ENSG00000107521	0.13744049880413023	0.774366045651947	0.2731	0.1122
ENSG00000107554	0.05942463828435296	0.6130502204712159	0.066	0.1627
ENSG00000107562	0.1250571102477398	0.754376745442491	0.9981	0.0272
ENSG00000107581	0.9360480697343647	1.0	0.9934	0.6688
ENSG00000107611	0.5704429253051821	1.0	0.4935	0.4694
ENSG00000107618	0.9670390728872633	1.0	0.9934	0.7595
ENSG00000107651	0.7642230971260243	1.0	0.6539	0.6079
ENSG00000107669	0.6918821661220764	1.0	0.5544	0.5888
ENSG00000107736	0.4659016371644028	1.0	0.6367	0.2623
ENSG00000107798	0.027207817265804457	0.49552506271346386	0.0133	0.3161
ENSG00000107807	0.9383523153283916	1.0	0.8571	0.7818
ENSG00000107816	0.8481292734543553	1.0	0.6143	0.8176
ENSG00000107821	0.11189049622134872	0.731224671467876	0.8664	0.0272
ENSG00000107854	0.919683103662453	1.0	0.712	0.8806
ENSG00000107862	0.890398491282114	1.0	0.6211	0.9177
ENSG00000107863	0.15806310169061555	0.8101394760564159	0.2926	0.1255
ENSG00000107864	0.15777568123449393	0.8095272415585834	0.2589	0.1415
ENSG00000107890	0.4168249188870278	1.0	0.2526	0.5574
ENSG00000107938	0.9660547004810562	1.0	0.8961	0.8381
ENSG00000107951	0.4027145782068233	1.0	0.6403	0.2088
ENSG00000107984	0.5120270401161608	1.0	0.627	0.3093
ENSG00000108010	0.8215397778449373	1.0	0.6138	0.7586
ENSG00000108018	0.8638631714641374	1.0	0.6179	0.8511
ENSG00000108021	0.3447395920120957	1.0	0.693	0.1535
ENSG00000108061	0.877389663752175	1.0	0.6866	0.7976
ENSG00000108100	0.7609651531416481	1.0	0.6159	0.6397
ENSG00000108175	0.06887567630903946	0.6429291310549062	0.0691	0.1862
ENSG00000108231	0.8072210415184786	1.0	0.6204	0.7211
ENSG00000108239	0.5031556358308021	1.0	0.6713	0.2809
ENSG00000108242	0.10200095676079712	0.7176144073695921	0.1237	0.1695
ENSG00000108244	0.6797364060496102	1.0	0.5119	0.6168
ENSG00000108292	0.838407008184527	1.0	0.6853	0.7127
ENSG00000108309	0.8174663770615639	1.0	0.7974	0.5773
ENSG00000108312	0.8050465776586431	1.0	0.5571	0.7982
ENSG00000108395	0.8890420845373831	1.0	0.8028	0.707
ENSG00000108469	0.8935829863648981	1.0	0.6761	0.8515
ENSG00000108506	0.7054925319499437	1.0	0.4792	0.707
ENSG00000108509	0.4442416587991731	1.0	0.4324	0.3588
ENSG00000108510	0.751206580240828	1.0	0.6982	0.5495
ENSG00000108557	0.9999781719252483	1.0	0.9934	1.0
ENSG00000108578	0.9916244863807623	1.0	0.9934	0.8792
ENSG00000108588	0.4038938687517023	1.0	0.4935	0.2721
ENSG00000108602	0.31485673337652376	0.9842283404375781	0.4429	0.2109
ENSG00000108604	0.22148881780767926	0.8851048194756537	0.2211	0.2597
ENSG00000108679	0.028206458529078993	0.49552506271346386	0.1613	0.0272
ENSG00000108684	0.834411140477141	1.0	0.683	0.707
ENSG00000108753	0.09972188421477657	0.7152575935324904	0.306	0.0666
ENSG00000108759	0.7795885545614019	1.0	0.7491	0.5534
ENSG00000108771	0.19117066665951732	0.8590223400645475	0.1622	0.2907
ENSG00000108797	0.7038887466175554	1.0	0.5581	0.6044
ENSG00000108813	0.14518619292999158	0.7876029758060605	0.0852	0.386
ENSG00000108825	0.8089708205778984	1.0	0.6503	0.6913
ENSG00000108840	0.9302629272524643	1.0	0.7846	0.8292
ENSG00000108846	0.9351123903819034	1.0	0.9724	0.6809
ENSG00000108854	0.11652592013789598	0.7398095082792397	0.051	0.4865
ENSG00000108932	0.4573608039350818	1.0	0.4147	0.3913
ENSG00000108946	0.009492010132568285	0.38587442284720813	0.018	0.0685
ENSG00000109061	0.24941437847548842	0.9144199402241292	0.2251	0.2998
ENSG00000109072	0.9053242340381672	1.0	0.8297	0.7204
ENSG00000109111	0.1323128413171747	0.7617070120127718	0.0999	0.2921
ENSG00000109118	0.9992413035210354	1.0	0.9613	1.0
ENSG00000109171	0.4813429848822567	1.0	0.2486	0.707
ENSG00000109181	0.766367133319105	1.0	0.4885	0.8185
ENSG00000109193	0.9818929985450524	1.0	0.8719	0.9357
ENSG00000109265	0.8378509039169053	1.0	0.8491	0.5743
ENSG00000109320	0.659390056697408	1.0	0.4384	0.6809
ENSG00000109436	0.9992413035210354	1.0	0.9613	1.0
ENSG00000109452	0.5518520995412299	1.0	0.3831	0.5721
ENSG00000109466	0.667966826762951	1.0	0.5329	0.5736
ENSG00000109536	0.7053914589571224	1.0	0.5519	0.6137
ENSG00000109586	0.9236181456839666	1.0	0.7378	0.8614
ENSG00000109625	0.9588524680376349	1.0	0.8446	0.861
ENSG00000109654	0.4952226399891815	1.0	0.5192	0.3541
ENSG00000109667	0.9784614561630314	1.0	0.9082	0.8806
ENSG00000109670	0.0026334885010869113	0.2618528453007663	0.0042	0.0685
ENSG00000109674	0.657427666519093	1.0	0.4867	0.61
ENSG00000109685	0.15489867106402255	0.8065045322028634	0.1713	0.2088
ENSG00000109689	0.5372838793900095	1.0	0.3549	0.5909
ENSG00000109743	0.8420093636256654	1.0	0.6639	0.7433
ENSG00000109756	0.7958543424550478	1.0	0.6964	0.6225
ENSG00000109790	0.7985894101592261	1.0	0.481	0.9081
ENSG00000109794	0.057147442261484604	0.6124367501099661	0.0995	0.1029
ENSG00000109805	0.15538040008671805	0.8065045322028634	0.2608	0.1377
ENSG00000109819	0.5898737867511665	1.0	0.5672	0.4323
ENSG00000109846	0.8155125180037739	1.0	0.8086	0.5662
ENSG00000109906	0.6535376829965123	1.0	0.7735	0.3797
ENSG00000109911	0.9966759288518606	1.0	0.9613	0.9566
ENSG00000109927	0.9306018348376406	1.0	0.7397	0.8806
ENSG00000109971	0.4737969275788627	1.0	0.2518	0.6809
ENSG00000110031	0.011763716719206618	0.3932196155549798	0.0251	0.0629
ENSG00000110042	0.9921543444758756	1.0	0.9613	0.9127
ENSG00000110046	0.45711632626808885	1.0	0.2997	0.541
ENSG00000110066	0.9734197904649696	1.0	0.9786	0.7955
ENSG00000110075	0.009885820524719313	0.38587442284720813	0.0475	0.0272
ENSG00000110076	0.17387804054850564	0.8319728322463107	0.1054	0.3947
ENSG00000110090	0.5087639495352934	1.0	0.3156	0.6082
ENSG00000110148	0.9999781719252483	1.0	0.9934	1.0
ENSG00000110171	0.010699531939396545	0.3912252368787947	0.0293	0.0483
ENSG00000110237	0.8899161084666642	1.0	0.8741	0.6511
ENSG00000110318	0.14632037272986265	0.7902355742304198	0.3376	0.0984
ENSG00000110321	0.4115820444951779	1.0	0.2723	0.5073
ENSG00000110367	0.09826185812644828	0.7137343100378081	0.0597	0.3351
ENSG00000110395	0.8395466667264613	1.0	0.7412	0.6611
ENSG00000110427	0.5661801368061624	1.0	0.4976	0.4597
ENSG00000110429	0.2076072662616808	0.8781178411847973	0.3255	0.1617
ENSG00000110497	0.07441115373087337	0.6583739158972716	0.1872	0.0756
ENSG00000110514	0.18583137669742578	0.8526164252264294	0.2224	0.2042
ENSG00000110693	0.7514227144582509	1.0	0.5258	0.7301
ENSG00000110697	0.08815152495360323	0.697950882359556	0.0944	0.185
ENSG00000110713	0.158463064862589	0.8108335455823626	0.1785	0.2064
ENSG00000110756	0.40491530550990174	1.0	0.7024	0.1919
ENSG00000110786	0.314126451359221	0.9842283404375781	0.2731	0.3409
ENSG00000110799	0.9774619063469875	1.0	0.8767	0.9072
ENSG00000110844	0.9319527179965515	1.0	0.9613	0.6809
ENSG00000110900	0.7503173873590638	1.0	0.5621	0.6809
ENSG00000110911	0.6656827911733683	1.0	0.4461	0.6809
ENSG00000110931	0.9992413035210354	1.0	0.9613	1.0
ENSG00000110934	0.843809078096418	1.0	0.852	0.5822
ENSG00000110955	0.48490087262112647	1.0	0.5216	0.3409
ENSG00000110975	0.013945062059508406	0.4115249102170253	0.0398	0.0483
ENSG00000111052	0.4622060688925548	1.0	0.4623	0.3568
ENSG00000111058	0.4850301416099574	1.0	0.291	0.6113
ENSG00000111077	0.8058330939315397	1.0	0.6545	0.6809
ENSG00000111087	0.37632933252180667	1.0	0.3947	0.3063
ENSG00000111110	0.5219655056097723	1.0	0.2938	0.6809
ENSG00000111203	0.6755454851856011	1.0	0.6685	0.4669
ENSG00000111215	0.997153463520547	1.0	0.9986	0.9268
ENSG00000111218	0.9669445274306204	1.0	0.9686	0.7786
ENSG00000111241	0.010762545707268867	0.3912252368787947	0.0208	0.0685
ENSG00000111249	0.014873039111489517	0.4115249102170253	0.0153	0.1354
ENSG00000111254	0.9901254360622447	1.0	0.8628	1.0
ENSG00000111261	0.7467350523011793	1.0	0.5361	0.707
ENSG00000111262	0.9999781719252483	1.0	0.9934	1.0
ENSG00000111300	0.3831581018121304	1.0	0.1756	0.707
ENSG00000111305	0.9581100423228147	1.0	0.852	0.8508
ENSG00000111325	0.1148122724842584	0.7332693811122697	0.0588	0.4141
ENSG00000111331	0.12058350686717101	0.7495737355665443	0.2065	0.1255
ENSG00000111335	0.9965976343820762	1.0	0.9926	0.9255
ENSG00000111344	0.968939047390848	1.0	0.9934	0.7664
ENSG00000111348	0.6480626218834181	1.0	0.392	0.7379
ENSG00000111358	0.6140508261353491	1.0	0.5644	0.4657
ENSG00000111404	0.05053485001838276	0.5974756105163548	0.0333	0.2648
ENSG00000111432	0.8668430465935929	1.0	0.7267	0.7301
ENSG00000111452	0.3832139275459201	1.0	0.6481	0.1916
ENSG00000111554	0.9612482832613644	1.0	0.8206	0.8955
ENSG00000111596	0.18677237625795073	0.8537622055513255	0.1925	0.2375
ENSG00000111605	0.9032209556223454	1.0	0.9934	0.5976
ENSG00000111615	0.9999781719252483	1.0	0.9934	1.0
ENSG00000111640	0.055665251947863426	0.6082495444570459	0.1016	0.0976
ENSG00000111642	0.050363798299835505	0.5973421002273057	0.1282	0.0685
ENSG00000111670	0.9982395019827653	1.0	0.991	0.9498
ENSG00000111679	0.4168673799233157	1.0	0.3377	0.417
ENSG00000111700	0.13216437280145665	0.7617070120127718	0.1931	0.1509
ENSG00000111713	0.35538516274496135	1.0	0.1808	0.6149
ENSG00000111716	0.7630842856505982	1.0	0.5533	0.7162
ENSG00000111726	0.07503965633065124	0.6584975528418048	0.0781	0.1831
ENSG00000111728	0.0024355360376764335	0.2618528453007663	0.0021	0.1255
ENSG00000111737	0.7211117949602041	1.0	0.7557	0.4678
ENSG00000111752	0.0973627116814777	0.7137343100378081	0.2887	0.0685
ENSG00000111783	0.40615504267602276	1.0	0.5329	0.2541
ENSG00000111799	0.4640904896943633	1.0	0.6595	0.2517
ENSG00000111801	0.9001495614173418	1.0	0.8633	0.6809
ENSG00000111816	0.0011512203629427953	0.2597721674234296	0.0042	0.0272
ENSG00000111859	0.1752914563475957	0.8349259758329741	0.2007	0.2095
ENSG00000111877	0.14814212752992895	0.7924643838084826	0.2521	0.1339
ENSG00000111880	0.8650621894087411	1.0	0.7751	0.6809
ENSG00000111886	0.3816914881875355	1.0	0.1813	0.6809
ENSG00000111912	0.07745641415393045	0.6602554115494673	0.1185	0.1255
ENSG00000111961	0.7128576825256636	1.0	0.7164	0.4825
ENSG00000112038	0.712624503726698	1.0	0.5903	0.5852
ENSG00000112053	0.035926170531553	0.5251369271937135	0.0854	0.0685
ENSG00000112118	0.47955553461397427	1.0	0.3295	0.5303
ENSG00000112137	0.7565600097946712	1.0	0.6193	0.6286
ENSG00000112139	0.512510280615278	1.0	0.3315	0.5859
ENSG00000112159	0.9480382276803644	1.0	0.7666	0.9072
ENSG00000112182	0.7971015189322175	1.0	0.603	0.7214
ENSG00000112200	0.43897417905958835	1.0	0.5423	0.2809
ENSG00000112214	0.009353381934895544	0.38587442284720813	0.0251	0.0483
ENSG00000112238	0.8724043631795179	1.0	0.7481	0.7211
ENSG00000112242	0.8860198652756891	1.0	0.8258	0.6809
ENSG00000112245	0.9269874139495946	1.0	0.8808	0.7301
ENSG00000112246	0.9319691733316018	1.0	0.8208	0.7975
ENSG00000112249	0.4095867136414828	1.0	0.3235	0.4239
ENSG00000112273	0.7403812553521076	1.0	0.6761	0.551
ENSG00000112276	0.9992413035210354	1.0	0.9613	1.0
ENSG00000112280	0.398657755564233	1.0	0.1934	0.6809
ENSG00000112282	0.2779276643911017	0.9454476041717278	0.3077	0.2547
ENSG00000112297	0.08485043628210087	0.6861915229673856	0.1583	0.1052
ENSG00000112303	0.022012020942718147	0.4645512854402572	0.1204	0.0272
ENSG00000112305	0.7248920645277835	1.0	0.4644	0.7691
ENSG00000112309	0.4243927950379459	1.0	0.373	0.3879
ENSG00000112319	0.8284813517901951	1.0	0.7707	0.6161
ENSG00000112337	0.015498784856362136	0.4115249102170253	0.0799	0.0272
ENSG00000112339	0.9347304482383172	1.0	0.7846	0.8427
ENSG00000112343	0.5598567223306945	1.0	0.4642	0.4836
ENSG00000112365	0.9620295913890661	1.0	0.824	0.8949
ENSG00000112367	0.9535078592437836	1.0	0.852	0.8345
ENSG00000112419	0.7779572131536645	1.0	0.5732	0.72
ENSG00000112499	0.6743673795964781	1.0	0.6317	0.4925
ENSG00000112539	0.995177347406436	1.0	0.9755	0.9261
ENSG00000112541	0.19518966177159447	0.8651573583947029	0.1468	0.3302
ENSG00000112562	0.2859722877914267	0.9513511202115179	0.438	0.1862
ENSG00000112576	0.002325502866776019	0.2597721674234296	0.0092	0.0272
ENSG00000112599	0.4569612077342273	1.0	0.6755	0.2399
ENSG00000112624	0.5159453721460425	1.0	0.6784	0.2894
ENSG00000112679	0.9999781719252483	1.0	0.9934	1.0
ENSG00000112701	0.19280727923757224	0.8601370424853363	0.1997	0.2388
ENSG00000112739	0.17297348274802382	0.8296771903328529	0.499	0.0828
ENSG00000112759	0.9968664630413488	1.0	0.9613	0.959
ENSG00000112763	0.4882115030828357	1.0	0.2564	0.701
ENSG00000112773	0.9701081816539076	1.0	0.8863	0.8639
ENSG00000112852	0.6071230010821376	1.0	0.4237	0.6082
ENSG00000112874	0.3861804032526065	1.0	0.3428	0.3664
ENSG00000112902	0.5284448550197933	1.0	0.4566	0.447
ENSG00000112936	0.37134801981584187	1.0	0.3015	0.3932
ENSG00000112941	0.07523068011991207	0.6584975528418048	0.0405	0.3542
ENSG00000112983	0.42261434039430534	1.0	0.5415	0.2655
ENSG00000112992	0.005500388319193417	0.34330748745307377	0.0243	0.0272
ENSG00000113013	0.02933617063749905	0.4962682732991094	0.0671	0.0685
ENSG00000113100	0.20481807567588795	0.8757610397864002	0.2648	0.1952
ENSG00000113161	0.5078048382866462	1.0	0.5136	0.3726
ENSG00000113205	0.001686454375204094	0.2597721674234296	0.0012	0.1456
ENSG00000113209	0.5499717055247018	1.0	0.2505	0.87
ENSG00000113211	0.9992413035210354	1.0	0.9613	1.0
ENSG00000113212	0.05292064813057984	0.6063763425478502	0.1027	0.0908
ENSG00000113231	0.4639822644086351	1.0	0.3779	0.4391
ENSG00000113262	0.1858365092760167	0.8526164252264294	0.3741	0.1214
ENSG00000113263	0.3996750479892224	1.0	0.5192	0.2546
ENSG00000113282	0.5454078670451772	1.0	0.5589	0.3846
ENSG00000113318	0.9935311620952587	1.0	0.9613	0.9242
ENSG00000113319	0.41742059785547736	1.0	0.2559	0.5514
ENSG00000113327	0.03490065709873891	0.5221938389952959	0.117	0.0483
ENSG00000113328	0.5131743804631554	1.0	0.5266	0.3696
ENSG00000113360	0.43865549558252426	1.0	0.3642	0.4178
ENSG00000113361	0.2244707104493041	0.8861653066071503	0.1439	0.4063
ENSG00000113389	0.9992413035210354	1.0	0.9613	1.0
ENSG00000113396	0.29178038395276384	0.9569897023169837	0.1364	0.615
