	PVALUE	QVALUE	PROV_PVALUE	SIFT_PVALUE
ENSG00000113407	0.09620884071827163	0.7137343100378081	0.071	0.2744
ENSG00000113430	0.9675684432293847	1.0	0.9934	0.7614
ENSG00000113448	0.5926839137054931	1.0	0.7786	0.3175
ENSG00000113492	0.3687493794295146	1.0	0.2099	0.559
ENSG00000113504	0.4779772042674971	1.0	0.3196	0.5439
ENSG00000113555	0.511352854748906	1.0	0.6318	0.3063
ENSG00000113569	0.5318265500479407	1.0	0.5024	0.4105
ENSG00000113580	0.5279145709854947	1.0	0.7267	0.2804
ENSG00000113594	0.8784273622269553	1.0	0.763	0.72
ENSG00000113600	0.7226421950559071	1.0	0.6431	0.552
ENSG00000113615	0.9382115778086674	1.0	0.8682	0.7714
ENSG00000113621	0.843018560271001	1.0	0.653	0.7579
ENSG00000113657	0.3394388045626888	1.0	0.3773	0.2757
ENSG00000113658	0.26581155418101954	0.9298160189402581	0.1042	0.707
ENSG00000113712	0.025131008857673387	0.4923011766561369	0.0305	0.1255
ENSG00000113716	0.07607553879797502	0.659498400800434	0.0772	0.1884
ENSG00000113734	0.24479541538479366	0.9118033414555009	0.3187	0.2064
ENSG00000113742	0.17165415029629516	0.8292387888887472	0.1087	0.3763
ENSG00000113758	0.058476179894964786	0.6127768266213744	0.1674	0.0629
ENSG00000113790	0.8865111767934661	1.0	0.737	0.7641
ENSG00000113805	0.06045759946902973	0.6157351885358047	0.1488	0.0737
ENSG00000113810	0.6926356367900881	1.0	0.4804	0.6809
ENSG00000113838	0.6510039841444858	1.0	0.7453	0.3913
ENSG00000113905	0.7827165186333567	1.0	0.6992	0.598
ENSG00000113916	0.538109884082218	1.0	0.6012	0.3497
ENSG00000113971	0.39018572306871335	1.0	0.2879	0.443
ENSG00000114013	0.1407161051183371	0.7813312720791725	0.1808	0.1747
ENSG00000114054	0.7512317267428117	1.0	0.5635	0.6809
ENSG00000114127	0.788541490424628	1.0	0.6675	0.6365
ENSG00000114166	0.6027193231704249	1.0	0.5264	0.4834
ENSG00000114200	0.27025055999600234	0.9338421267054647	0.4633	0.1627
ENSG00000114204	0.27310737708819754	0.9394771164706235	0.3722	0.2055
ENSG00000114270	0.9082866696495914	1.0	0.6828	0.8839
ENSG00000114279	0.9393498271680734	1.0	0.7643	0.88
ENSG00000114346	0.8265822536441213	1.0	0.7831	0.6031
ENSG00000114353	0.760529592265415	1.0	0.539	0.7301
ENSG00000114374	0.02744277145847629	0.49552506271346386	0.0581	0.0731
ENSG00000114416	0.21391430594538074	0.8792681678395443	0.2495	0.2196
ENSG00000114423	0.24338126046082165	0.90971166257612	0.192	0.3399
ENSG00000114439	0.8757110556245692	1.0	0.8002	0.6809
ENSG00000114455	0.2863941786022197	0.9513511202115179	0.5703	0.1433
ENSG00000114480	0.5532830585704135	1.0	0.2983	0.7379
ENSG00000114487	0.6447600171216411	1.0	0.3673	0.7803
ENSG00000114541	0.6226723180275757	1.0	0.6866	0.3923
ENSG00000114554	0.11480112651580132	0.7332693811122697	0.1272	0.1914
ENSG00000114573	0.7867478886748249	1.0	0.564	0.7496
ENSG00000114626	0.04331822143759012	0.5661848558900372	0.0656	0.1116
ENSG00000114654	0.6703059859247702	1.0	0.5155	0.5968
ENSG00000114656	0.9636575703080472	1.0	0.8046	0.9232
ENSG00000114737	0.9485869987258015	1.0	0.8657	0.8051
ENSG00000114770	0.9999998749791614	1.0	0.9995	1.0
ENSG00000114779	0.5136833258482509	1.0	0.3998	0.4876
ENSG00000114796	0.9850917448536071	1.0	0.9934	0.8379
ENSG00000114805	0.6080702095055126	1.0	0.4934	0.5237
ENSG00000114812	0.9591266324709741	1.0	0.9934	0.7329
ENSG00000114841	0.24550432563888724	0.9118033414555009	0.2116	0.3121
ENSG00000114857	0.44615969731320115	1.0	0.7701	0.2028
ENSG00000114861	0.9976362360457721	1.0	0.991	0.9405
ENSG00000114923	0.8444041328742329	1.0	0.6337	0.7841
ENSG00000114933	0.4871404329931379	1.0	0.4992	0.3588
ENSG00000115020	0.6651272299708356	1.0	0.4154	0.7301
ENSG00000115053	0.12117550143038713	0.7495737355665443	0.3807	0.0685
ENSG00000115091	0.3259907928151127	0.9922226736950767	0.2952	0.3325
ENSG00000115155	0.374481066623895	1.0	0.2666	0.4502
ENSG00000115232	0.9552397557377612	1.0	0.8562	0.8364
ENSG00000115239	0.7702952708963782	1.0	0.6781	0.596
ENSG00000115241	0.9664147246759283	1.0	0.8103	0.9284
ENSG00000115257	0.4093192820498702	1.0	0.2012	0.6809
ENSG00000115267	0.29126898152953795	0.9558237991306571	0.1925	0.4347
ENSG00000115275	0.8060261468156323	1.0	0.7587	0.5877
ENSG00000115282	0.28935113555416114	0.9551264060805102	0.3277	0.253
ENSG00000115295	0.8016155277948063	1.0	0.5663	0.7778
ENSG00000115306	0.9999781719252483	1.0	0.9934	1.0
ENSG00000115310	0.8005448515675845	1.0	0.7953	0.5522
ENSG00000115317	0.8712803074620039	1.0	0.7896	0.6809
ENSG00000115355	0.31735041597756886	0.9864898833379804	0.2255	0.4189
ENSG00000115361	0.011382310059456002	0.3932196155549798	0.0118	0.1288
ENSG00000115368	0.6183300045404589	1.0	0.4116	0.6464
ENSG00000115392	0.2393901446247012	0.9041661038505351	0.2541	0.2511
ENSG00000115414	0.9999998749791614	1.0	0.9995	1.0
ENSG00000115423	0.7417478943918667	1.0	0.4357	0.8582
ENSG00000115446	0.9319527179965515	1.0	0.9613	0.6809
ENSG00000115464	0.5958101896978576	1.0	0.3942	0.6328
ENSG00000115488	0.9953454154409488	1.0	0.991	0.9133
ENSG00000115504	0.922469984215367	1.0	0.7308	0.8662
ENSG00000115524	0.23035320737680265	0.8969029725966235	0.1669	0.3628
ENSG00000115540	0.20751441971572726	0.8781178411847973	0.2658	0.1979
ENSG00000115548	0.530809089324408	1.0	0.5416	0.3796
ENSG00000115593	0.24700115801292621	0.9118033414555009	0.0978	0.6809
ENSG00000115598	0.5914803115212216	1.0	0.5581	0.4414
ENSG00000115607	0.9991638992481817	1.0	0.991	0.9681
ENSG00000115616	0.8552025881961995	1.0	0.7023	0.73
ENSG00000115652	0.3279216286818707	0.9931618497133733	0.3534	0.2801
ENSG00000115657	0.8138647325933466	1.0	0.6693	0.6809
ENSG00000115665	0.8447297153120903	1.0	0.6125	0.812
ENSG00000115687	0.390733535598769	1.0	0.3015	0.4239
ENSG00000115705	0.35661044312247214	1.0	0.6403	0.1745
ENSG00000115758	0.9992413035210354	1.0	0.9613	1.0
ENSG00000115760	0.15413306637502777	0.8065045322028634	0.2594	0.137
ENSG00000115762	0.26546475653756574	0.9298160189402581	0.2007	0.3664
ENSG00000115808	0.5436363241889567	1.0	0.314	0.6809
ENSG00000115825	0.1643285974667822	0.8147031366833142	0.1005	0.3844
ENSG00000115827	0.5081384865016936	1.0	0.4856	0.3945
ENSG00000115850	0.04004350824575442	0.5468560541981192	0.1464	0.0455
ENSG00000115875	0.13494417828178928	0.7662854550737326	0.145	0.2064
ENSG00000115902	0.07138817380565954	0.6510206679799162	0.1963	0.0685
ENSG00000115904	0.8758747597361941	1.0	0.8242	0.6614
ENSG00000115919	0.22155010435282774	0.8851048194756537	0.2783	0.2064
ENSG00000115935	0.9759565610715649	1.0	0.8371	0.9424
ENSG00000115956	0.49670813872496855	1.0	0.5663	0.3262
ENSG00000115970	0.09043339989905741	0.7005757489625589	0.075	0.2404
ENSG00000115993	0.8504171916456766	1.0	0.6467	0.7818
ENSG00000115998	0.7835709231629311	1.0	0.7822	0.5358
ENSG00000116016	0.3888606537228232	1.0	0.4814	0.2636
ENSG00000116031	0.9519446816275033	1.0	0.8252	0.8561
ENSG00000116032	0.983767678672885	1.0	0.9934	0.8308
ENSG00000116035	0.49050156345876716	1.0	0.5551	0.3262
ENSG00000116044	0.002875133994857948	0.2618528453007663	0.0098	0.0324
ENSG00000116062	0.9004007075186894	1.0	0.7308	0.805
ENSG00000116106	0.19797593474735864	0.8680034087549022	0.246	0.2008
ENSG00000116127	0.3147719236380957	0.9842283404375781	0.2708	0.3448
ENSG00000116128	0.3253787747297989	0.9922226736950767	0.6247	0.1567
ENSG00000116133	0.8857297534341417	1.0	0.9613	0.5844
ENSG00000116147	0.04441643555912178	0.5709541397261138	0.0503	0.15
ENSG00000116183	0.953274839376307	1.0	0.766	0.9273
ENSG00000116191	0.16148957462152314	0.814221614109664	0.2321	0.1627
ENSG00000116194	0.19684112868124393	0.8678124304729279	0.2064	0.2375
ENSG00000116198	0.9999781719252483	1.0	0.9934	1.0
ENSG00000116218	0.14842395589155888	0.7924643838084826	0.1937	0.1747
ENSG00000116254	0.611574871899908	1.0	0.5526	0.4723
ENSG00000116260	0.9992413035210354	1.0	0.9613	1.0
ENSG00000116266	0.9505336963937746	1.0	0.7946	0.884
ENSG00000116299	0.9979331835510966	1.0	0.9984	0.9379
ENSG00000116337	0.033192937539143985	0.5108441674948835	0.1957	0.0272
ENSG00000116350	0.24877096926193043	0.9138443467228189	0.2367	0.2841
ENSG00000116353	0.8968245499138736	1.0	0.8542	0.6809
ENSG00000116525	0.9882732202602125	1.0	0.9653	0.8814
ENSG00000116539	0.452497117720428	1.0	0.5542	0.288
ENSG00000116544	0.5931071114693581	1.0	0.3907	0.6335
ENSG00000116580	0.05697661828882228	0.61167542926529	0.1136	0.0898
ENSG00000116584	0.9603280499729605	1.0	0.8182	0.8945
ENSG00000116641	0.027756639090868562	0.49552506271346386	0.0343	0.1255
ENSG00000116668	0.5041157119724514	1.0	0.4462	0.4239
ENSG00000116675	0.5267261313355394	1.0	0.3299	0.6154
ENSG00000116678	0.7929028259490446	1.0	0.991	0.4339
ENSG00000116685	0.5222294751925485	1.0	0.7125	0.281
ENSG00000116688	0.9856628773423431	1.0	0.8863	0.9427
ENSG00000116690	0.19646752926846833	0.8678124304729279	0.2369	0.2064
ENSG00000116711	0.3225479145193304	0.9906165138166096	0.1785	0.5416
ENSG00000116721	0.6368144585538649	1.0	0.3878	0.7228
ENSG00000116726	0.26292741699955213	0.9257582229794684	0.1811	0.4007
ENSG00000116729	0.9945824748225663	1.0	0.9759	0.9199
ENSG00000116731	0.6656827911733683	1.0	0.4461	0.6809
ENSG00000116747	0.5155747156402524	1.0	0.2847	0.6888
ENSG00000116750	0.27065382336998955	0.9347086970467808	0.1388	0.5442
ENSG00000116783	0.21683995599608963	0.881451545262619	0.6026	0.0926
ENSG00000116785	0.7273519465865725	1.0	0.4633	0.7761
ENSG00000116786	0.8905748518625228	1.0	0.6685	0.8531
ENSG00000116791	0.04467569315138564	0.5709541397261138	0.0467	0.1627
ENSG00000116809	0.995247384623089	1.0	0.9613	0.9405
ENSG00000116819	0.9992413035210354	1.0	0.9613	1.0
ENSG00000116830	0.7535412398847483	1.0	0.5644	0.6841
ENSG00000116833	0.33843684605295254	1.0	0.2465	0.4202
ENSG00000116852	0.7709669683730506	1.0	0.5084	0.7964
ENSG00000116874	0.9926246164133314	1.0	0.9613	0.9165
ENSG00000116954	0.29799791006533805	0.9655302919068067	0.1599	0.5404
ENSG00000116962	0.806978422856198	1.0	0.4946	0.9039
ENSG00000116981	0.001249478008619631	0.2597721674234296	0.0046	0.0272
ENSG00000116984	0.07055345257441703	0.6510206679799162	0.1851	0.0716
ENSG00000116990	0.5330260633520488	1.0	0.5453	0.3796
ENSG00000116996	0.9444548224105798	1.0	0.7929	0.8649
ENSG00000117000	0.6135599415423694	1.0	0.507	0.5177
ENSG00000117010	0.4932415980382051	1.0	0.6522	0.2801
ENSG00000117020	0.327255735553021	0.9930474574661554	0.4348	0.227
ENSG00000117069	0.3827877869851344	1.0	0.2904	0.4269
ENSG00000117114	0.8121857647127889	1.0	0.5375	0.8439
ENSG00000117115	0.9180624764351856	1.0	0.7394	0.8433
ENSG00000117139	0.21409212763206076	0.8792681678395443	0.2296	0.2389
ENSG00000117153	0.48019272934180857	1.0	0.3521	0.4973
ENSG00000117154	0.7349110657284061	1.0	0.814	0.4509
ENSG00000117174	0.7252735342124215	1.0	0.7567	0.4725
ENSG00000117226	0.6348912633031911	1.0	0.5036	0.5536
ENSG00000117245	0.5702477558007566	1.0	0.5732	0.4039
ENSG00000117308	0.9322650009767326	1.0	0.8475	0.7732
ENSG00000117318	0.6792575560343806	1.0	0.4631	0.6809
ENSG00000117322	0.026616410338870522	0.49552506271346386	0.0598	0.0685
ENSG00000117475	0.5912193430055943	1.0	0.5714	0.4308
ENSG00000117501	0.5371138244207325	1.0	0.4814	0.4354
ENSG00000117507	0.988068763512548	1.0	0.9934	0.8552
ENSG00000117523	0.7398629566417254	1.0	0.5851	0.6358
ENSG00000117560	0.5296668234735267	1.0	0.6579	0.3114
ENSG00000117593	0.07820917096748436	0.6602554115494673	0.0871	0.1728
ENSG00000117595	0.5826770949892608	1.0	0.6138	0.3912
ENSG00000117597	0.1823485949986603	0.8450585259499965	0.1667	0.2657
ENSG00000117600	0.0818793419453494	0.6755321212987777	0.1984	0.0803
ENSG00000117601	0.9442586288480057	1.0	0.7481	0.916
ENSG00000117625	0.433107613448693	1.0	0.7959	0.1875
ENSG00000117707	0.009806611942958732	0.38587442284720813	0.0102	0.1255
ENSG00000117713	0.9610001801415302	1.0	0.9941	0.7384
ENSG00000117724	0.7506064212197876	1.0	0.5544	0.6909
ENSG00000117834	0.7028155643376506	1.0	0.5716	0.5884
ENSG00000117859	0.9946715923346044	1.0	0.9984	0.9
ENSG00000117862	0.9243824871146542	1.0	0.7587	0.8399
ENSG00000117971	0.890070196096291	1.0	0.5694	1.0
ENSG00000117983	0.9685317451664731	1.0	0.8236	0.9226
ENSG00000118004	0.5596519214836373	1.0	0.5962	0.3763
ENSG00000118046	0.3518456050516403	1.0	0.1971	0.5559
ENSG00000118058	0.38311049100568506	1.0	0.4977	0.2494
ENSG00000118156	0.9999781719252483	1.0	0.9934	1.0
ENSG00000118160	0.34654290518459374	1.0	0.3051	0.3513
ENSG00000118193	0.7651600906660242	1.0	0.8064	0.4942
ENSG00000118200	0.5954460433213407	1.0	0.4181	0.596
ENSG00000118217	0.9999593779502797	1.0	0.991	1.0
ENSG00000118276	0.21209849082805032	0.8792681678395443	0.3828	0.1415
ENSG00000118307	0.11946108253217869	0.7457193848495473	0.1574	0.1627
ENSG00000118308	0.4216520291668515	1.0	0.3838	0.3733
ENSG00000118322	0.01973047310730669	0.4532484079099556	0.0428	0.0673
ENSG00000118407	0.9334495995688441	1.0	0.7757	0.8484
ENSG00000118420	0.8792873943846508	1.0	0.7108	0.7749
ENSG00000118432	0.2322293766589687	0.9005047810922899	0.3848	0.1591
ENSG00000118473	0.05974622382395589	0.6142615146622981	0.1623	0.0666
ENSG00000118482	0.9092249980032403	1.0	0.6819	0.8878
ENSG00000118492	0.7103797733450898	1.0	0.4603	0.7459
ENSG00000118503	0.022740081505910448	0.4709347960514562	0.0124	0.2744
ENSG00000118507	0.6761043458558683	1.0	0.3891	0.8034
ENSG00000118514	0.2986569129316612	0.9657789552644984	0.2006	0.4321
ENSG00000118520	0.2779276643911017	0.9454476041717278	0.3077	0.2547
ENSG00000118526	0.5301414574553021	1.0	0.7119	0.2882
ENSG00000118557	0.13589920325942728	0.7706402553009151	0.1603	0.1884
ENSG00000118596	0.03222677101223681	0.5070447282639676	0.1064	0.0483
ENSG00000118600	0.5803110062534016	1.0	0.3733	0.6388
ENSG00000118690	0.6632185924798171	1.0	0.5753	0.5244
ENSG00000118705	0.7985237196598585	1.0	0.5792	0.754
ENSG00000118733	0.34428496839236566	1.0	0.547	0.1941
ENSG00000118777	0.20233735959497634	0.8729550001650364	0.1694	0.3002
ENSG00000118804	0.918476769144508	1.0	0.8058	0.7749
ENSG00000118873	0.8997817431840245	1.0	0.6892	0.8519
ENSG00000118898	0.0734104715467786	0.655985700556491	0.1426	0.0976
ENSG00000118946	0.8446300523642721	1.0	0.7686	0.6469
ENSG00000118971	0.11138909080836312	0.7296469010107868	0.092	0.2547
ENSG00000118997	0.008961136742396625	0.38587442284720813	0.0093	0.1241
ENSG00000119041	0.7736408071616537	1.0	0.599	0.6809
ENSG00000119042	0.06374087839974041	0.6281858273157697	0.2516	0.0465
ENSG00000119121	0.9871527810810558	1.0	0.9984	0.8454
ENSG00000119125	0.948435643938548	1.0	0.8356	0.8336
ENSG00000119203	0.0036133497959104366	0.28202269878282393	0.0151	0.0272
ENSG00000119231	0.504943484748205	1.0	0.5906	0.3211
ENSG00000119283	0.7409110223616142	1.0	0.774	0.482
ENSG00000119285	0.8615923321284785	1.0	0.7063	0.7396
ENSG00000119321	0.42376433831155835	1.0	0.3487	0.414
ENSG00000119396	0.08889451251738345	0.697950882359556	0.0878	0.201
ENSG00000119397	0.7056745001917879	1.0	0.5088	0.6662
ENSG00000119411	0.666613590935689	1.0	0.6693	0.455
ENSG00000119508	0.21936610308549742	0.8835178790499995	0.0786	0.7211
ENSG00000119522	0.8947243843692887	1.0	0.7414	0.7793
ENSG00000119535	0.038524614211262076	0.537940512790516	0.0158	0.4025
ENSG00000119596	0.23494952021627968	0.9026403910680975	0.2133	0.2916
ENSG00000119632	0.21903359690131063	0.8835178790499995	0.2541	0.2226
ENSG00000119655	0.9094627041046988	1.0	0.8898	0.6809
ENSG00000119673	0.8370283285757021	1.0	0.8532	0.5702
ENSG00000119681	0.7552427260233763	1.0	0.7905	0.4907
ENSG00000119682	0.1237356160924643	0.7520675460102514	0.1817	0.1474
ENSG00000119685	0.10065698438763471	0.7158089492995368	0.1427	0.1445
ENSG00000119707	0.3934406450218717	1.0	0.3894	0.3316
ENSG00000119715	0.9181543556969062	1.0	0.746	0.8361
ENSG00000119720	0.9999781719252483	1.0	0.9934	1.0
ENSG00000119771	0.9584933726065156	1.0	0.9934	0.7309
ENSG00000119772	0.2433733998297326	0.90971166257612	0.1872	0.3486
ENSG00000119777	0.4867894900999221	1.0	0.7492	0.2388
ENSG00000119778	0.06791557060318332	0.6400265608604915	0.173	0.0731
ENSG00000119866	0.16486120170897078	0.8156571157998312	0.3975	0.0976
ENSG00000119913	0.703743140836598	1.0	0.4952	0.6809
ENSG00000119969	0.01746146421650896	0.4358978238925113	0.0397	0.0629
ENSG00000119973	0.4442754224465393	1.0	0.6092	0.2547
ENSG00000120008	0.5774712237989595	1.0	0.3376	0.7005
ENSG00000120053	0.002689910094323622	0.2618528453007663	0.0061	0.0483
ENSG00000120063	0.07442954709899008	0.6583739158972716	0.0678	0.2088
ENSG00000120071	0.8409797290760493	1.0	0.6696	0.7348
ENSG00000120156	0.1622167169207005	0.814221614109664	0.204	0.1862
ENSG00000120158	0.05406279561069571	0.6082495444570459	0.0695	0.1377
ENSG00000120160	0.2230590546589677	0.8861653066071503	0.1769	0.3277
ENSG00000120251	0.0063957550715022515	0.3532070143090883	0.0957	0.0082
ENSG00000120254	0.029461469987531852	0.4962682732991094	0.0281	0.1644
ENSG00000120289	0.04194039471628441	0.5560094746124099	0.0444	0.1586
ENSG00000120318	0.22250237354476732	0.88526848478238	0.3551	0.1627
ENSG00000120322	0.2751592023845262	0.9432766950395156	0.2645	0.2922
ENSG00000120324	0.45627350657587973	1.0	0.399	0.4052
ENSG00000120327	0.16952941493544216	0.8277376768695783	0.162	0.2484
ENSG00000120328	0.9999781719252483	1.0	0.9934	1.0
ENSG00000120332	0.7514887502742912	1.0	0.6229	0.6164
ENSG00000120337	0.621032117767766	1.0	0.3718	0.7211
ENSG00000120341	0.3787216718623818	1.0	0.3741	0.3262
ENSG00000120437	0.7794729078225964	1.0	0.9931	0.4173
ENSG00000120438	0.33846734194882244	1.0	0.2147	0.4825
ENSG00000120440	0.4722965480842428	1.0	0.4674	0.365
ENSG00000120451	0.7116533987958404	1.0	0.6892	0.4999
ENSG00000120498	0.7179265981747021	1.0	0.4715	0.7433
ENSG00000120526	0.06625301571462239	0.632607818792441	0.082	0.1496
ENSG00000120549	0.6577385648760972	1.0	0.659	0.4509
ENSG00000120594	0.005876810113684683	0.34358446540880855	0.0262	0.0272
ENSG00000120616	0.992022821679891	1.0	0.9934	0.8822
ENSG00000120645	0.9999781719252483	1.0	0.9934	1.0
ENSG00000120647	0.04014440854635459	0.5468560541981192	0.0914	0.0731
ENSG00000120662	0.791803462093356	1.0	0.6296	0.6809
ENSG00000120669	0.9349201559164054	1.0	0.7681	0.8614
ENSG00000120685	0.3406609324457307	1.0	0.5066	0.2064
ENSG00000120688	0.8402409997563662	1.0	0.8094	0.6066
ENSG00000120694	0.12620052128430803	0.754376745442491	0.0956	0.2873
ENSG00000120708	0.5375071537664697	1.0	0.3082	0.6809
ENSG00000120729	0.2206425873960719	0.8843204859731759	0.3163	0.1806
ENSG00000120733	0.05862994564012214	0.6127768266213744	0.2147	0.0492
ENSG00000120756	0.5602718199569436	1.0	0.3301	0.6809
ENSG00000120798	0.20264419070989748	0.8729550001650364	0.3878	0.1314
ENSG00000120800	0.6779548681084462	1.0	0.6424	0.4891
ENSG00000120820	0.9919965816687398	1.0	0.9934	0.882
ENSG00000120868	0.10458725398372537	0.7227957913418676	0.133	0.1627
ENSG00000120875	0.9968249895360549	1.0	0.9934	0.9275
ENSG00000120899	0.9999781719252483	1.0	0.9934	1.0
ENSG00000120910	0.7600909831507906	1.0	0.4682	0.8395
ENSG00000120952	0.7524570112005206	1.0	0.4952	0.7774
ENSG00000121022	0.014390427297770625	0.4115249102170253	0.0733	0.0272
ENSG00000121058	0.4615783468780804	1.0	0.5046	0.3262
ENSG00000121060	0.5234473034264744	1.0	0.2787	0.7211
ENSG00000121067	0.49310190652367236	1.0	0.3521	0.5186
ENSG00000121068	0.7416239441903549	1.0	0.5476	0.6826
ENSG00000121073	0.40870424673561045	1.0	0.5129	0.2665
ENSG00000121101	0.3911479318525173	1.0	0.3042	0.4208
ENSG00000121210	0.306043578370921	0.9731324496324102	0.4366	0.2055
ENSG00000121270	0.7698371837957194	1.0	0.7037	0.5736
ENSG00000121274	0.8474637809555706	1.0	0.6866	0.7301
ENSG00000121297	0.9704982114942513	1.0	0.8297	0.9246
ENSG00000121318	0.9927505591777237	1.0	0.9906	0.8904
ENSG00000121361	0.4054063514073526	1.0	0.183	0.7379
ENSG00000121380	0.03240249930679062	0.5070447282639676	0.0576	0.0898
ENSG00000121381	0.16096195466172225	0.814221614109664	0.2551	0.1474
ENSG00000121406	0.8402765645970481	1.0	0.9613	0.5108
ENSG00000121413	0.8841045007092447	1.0	0.7974	0.701
ENSG00000121440	0.0014646543362091258	0.2597721674234296	0.0027	0.0553
ENSG00000121446	0.9999781719252483	1.0	0.9934	1.0
ENSG00000121621	0.25257523401304005	0.916145671301737	0.2065	0.3325
ENSG00000121634	0.049528837936337555	0.5941522045983351	0.0767	0.1122
ENSG00000121671	0.78882803698084	1.0	0.5311	0.8006
ENSG00000121741	0.8462895163164905	1.0	0.7271	0.6871
ENSG00000121749	0.9749997288874258	1.0	0.8427	0.9314
ENSG00000121851	0.9992413035210354	1.0	0.9613	1.0
ENSG00000121871	0.6026610717945959	1.0	0.672	0.3786
ENSG00000121879	0.15705292997111042	0.8095272415585834	0.1143	0.3186
ENSG00000121897	0.0515115633386668	0.6010478002315881	0.0778	0.116
ENSG00000121898	0.39284159406438734	1.0	0.3377	0.3815
ENSG00000121904	0.19457959655915347	0.8642608834359383	0.2078	0.2323
ENSG00000121933	0.15975979154726327	0.814071090760369	0.2967	0.1255
ENSG00000121940	0.277251171805706	0.9454476041717278	0.2493	0.3133
ENSG00000121964	0.06666949722848325	0.6336186325745773	0.0632	0.1956
ENSG00000121988	0.6505701555891208	1.0	0.412	0.707
ENSG00000121989	0.049843908777565726	0.5956007033264676	0.0691	0.1255
ENSG00000122012	0.3691267961973599	1.0	0.4426	0.2655
ENSG00000122025	0.052460993549728	0.6044847565034448	0.1347	0.0685
